energy_tev,v6_relative_uncertainty_percent_raw,v6_relative_uncertainty_percent_birge_pdg,pass5_relative_uncertainty_percent,v6_uncertainty_reduction_percent_raw,v6_uncertainty_reduction_percent_birge_pdg
66.0693448,13.96353314,63.902556,26.79348278,47.88459099,-138.5003716
67.091371,14.08474824,64.45728345,27.05109147,47.93279133,-138.2797882
68.12920691,14.20649641,65.01445039,27.30991314,47.98044089,-138.0617253
69.18309709,14.32877749,65.57405615,27.56994768,48.02754921,-137.8461393
70.2532899,14.45159134,66.13610006,27.83119497,48.07412562,-137.6329875
71.34003751,14.57493781,66.70058146,28.09365491,48.12017925,-137.4222282
72.44359601,14.69881676,67.26749971,28.35732739,48.165719,-137.2138206
73.56422545,14.82322806,67.83685419,28.62221231,48.21075358,-137.0077248
74.70218989,14.94817157,68.40864427,28.88830957,48.2552915,-136.803902
75.8577575,15.07364717,68.98286937,29.15561907,48.29934108,-136.602314
77.03120058,15.19965471,69.55952888,29.42414071,48.34291046,-136.4029236
78.22279564,15.32619408,70.13862224,29.6938744,48.38600757,-136.2056944
79.43282347,15.45326516,70.72014886,29.96482005,48.42864022,-136.0105909
80.66156922,15.58086781,71.30410821,30.23697757,48.47081599,-135.8175782
81.90932242,15.70900192,71.89049973,30.51034687,48.51254234,-135.6266222
83.17637711,15.83766738,72.4793229,30.78492786,48.55382654,-135.4376896
84.46303186,15.96686408,73.07057718,31.06072046,48.59467571,-135.2507479
85.76958986,16.09659189,73.66426207,31.33772458,48.63509683,-135.0657652
87.096359,16.22685071,74.26037707,31.61594015,48.67509671,-134.8827102
88.44365191,16.35764043,74.85892169,31.89536708,48.71468202,-134.7015524
89.8117861,16.48896095,75.45989543,32.17600531,48.75385931,-134.5222619
91.20108394,16.62081216,76.06329784,32.45785474,48.79263496,-134.3448094
92.61187281,16.75319396,76.66912844,32.74091531,48.83101525,-134.1691663
94.04448517,16.88610626,77.27738678,33.02518695,48.86900629,-133.9953045
95.4992586,17.01954895,77.88807242,33.31066958,48.90661411,-133.8231966
96.97653591,17.15352195,78.50118491,33.59736314,48.94384457,-133.6528155
98.47666521,17.28802514,79.11672383,33.88526755,48.98070343,-133.484135
100,17.42305846,79.73468876,34.17438275,49.01719635,-133.3171292
