cell_id,nhit_bin,predE_bin,input_files,events,logE_range_events,valid_events,positive_baseline_weight_events,sumw_baseline,effective_events,core_fit_events,core_fit_effective_events,core_fit_weight_fraction,tail_weight_fraction_above_core_fit,theta_missing_crab_probability_mass,sigma_deg,sigma_mc_weight_deg,sigma_unweighted_deg,sigma_full_rayleigh_deg,r_opt_deg,containment_r_opt,r68_deg,r90_deg,r95_deg,containment_warning,angle_check_warning
71,"[1100,2000)","[5,6)",859,910,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
72,"[1100,2000)",>=6,4,4,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
73,"[2000,3000)","[2,2.5)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
74,"[2000,3000)","[2.5,3)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
75,"[2000,3000)","[3,3.25)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
76,"[2000,3000)","[3.25,3.5)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
77,"[2000,3000)","[3.5,3.75)",4,4,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
78,"[2000,3000)","[3.75,4.0)",154,156,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
79,"[2000,3000)","[4.0,4.25)",1105,1175,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
80,"[2000,3000)","[4.25,4.5)",2660,3127,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
81,"[2000,3000)","[4.5,4.75)",4207,5515,5515,5515,5272,515967.4581751219,856.2033400694229,5272,856.2033400694229,1.0,0.0,0.0415942288007539,0.1294852570630547,0.12825706613454727,0.13061659987387914,0.1294852570630547,0.20458670615962643,0.7606977760080403,0.18149495269220112,0.27087858349899135,0.3076284742391567,False,False
82,"[2000,3000)","[4.75,5.0)",4045,5332,5332,5331,5269,374241.1591320038,1840.5102167320879,5268,1894.2630531366892,0.9955115511611798,0.004488448838820158,0.0,0.16235764511136772,0.1452422381950622,0.14787396358083388,1.2173694188093678,0.256525079275961,0.8055578881478954,0.20666576003712836,0.31837937564149266,0.3817282956282221,False,False
83,"[2000,3000)","[5,6)",5026,7233,7203,7185,7181,228443.5199995041,349.55145730193686,7148,889.4548792397155,0.8245395721085156,0.17546042789148442,0.0,0.183243140508385,0.1646495385760727,0.16648727512335917,9.64645949384076,0.2895241620032483,0.681334631649886,0.28867177835616104,26.677201838194218,33.31111717683373,False,False
84,"[2000,3000)",>=6,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
