method,spectrum,cell_id,nhit_bin,predE_bin,excess,official_expected_counts,observed_over_expected,excess_minus_expected,pull_conservative
mc_quantile_715,official_pass5,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,105.59460305949625,1.0444961878560504,4.698557294320409,0.38147136766768297
mc_quantile_715,official_pass5,67,"[1100,2000)","[4.0,4.25)",72.16262420611812,61.49550346278438,1.1734618003377961,10.667120743333747,1.0272178453445298
mc_quantile_715,official_pass5,68,"[1100,2000)","[4.25,4.5)",25.993857086719807,19.360227196856304,1.3426421509630149,6.633629889863503,0.9780100670378901
mc_quantile_715,official_pass5,69,"[1100,2000)","[4.5,4.75)",19.275907160845005,4.461237809606265,4.320753114603912,14.81466935123874,2.764195795376847
mc_quantile_715,official_pass5,81,"[2000,3000)","[4.5,4.75)",4.110992663272296,5.082329534564824,0.8088795965144556,-0.9713368712925279,-0.345826838631868
mc_quantile_715,official_pass5,82,"[2000,3000)","[4.75,5.0)",5.471722571812089,2.3972688256543226,2.282481844863022,3.0744537461577663,0.806604984484806
mc_quantile_715,official_pass5,83,"[2000,3000)","[5,6)",9.135495447995464,0.9796607568126431,9.325162189529857,8.15583469118282,1.3812639131282936
observed_data,official_pass5,1,"[125,200)","[2,2.5)",1117.3280891682443,1190.4945543770737,0.9385411172694413,-73.16646520882932,-0.359373696395198
observed_data,official_pass5,2,"[125,200)","[2.5,3)",3656.975430312348,2779.8193230031366,1.3155442873753354,877.1561073092116,3.1625090621919805
observed_data,official_pass5,3,"[125,200)","[3,3.25)",657.0089484061609,408.8878176227195,1.6068195727278491,248.1211307834414,1.835820620725554
observed_data,official_pass5,14,"[200,300)","[2.5,3)",2347.2574716745858,2271.0593625544752,1.033551791017212,76.19810912011053,0.5576223082855458
observed_data,official_pass5,15,"[200,300)","[3,3.25)",1359.8957153094798,904.2420424775272,1.5039067544166713,455.6536728319526,3.349117947099381
observed_data,official_pass5,16,"[200,300)","[3.25,3.5)",414.3934613762776,241.9765753897253,1.712535441535443,172.41688598655233,2.3416166574258397
observed_data,official_pass5,26,"[300,500)","[2.5,3)",1196.0177191902412,1069.662547142583,1.1181262000667351,126.35517204765824,1.0932578184892212
observed_data,official_pass5,27,"[300,500)","[3,3.25)",2564.2511069101274,1667.7940668362428,1.537510630298882,896.4570400738846,6.722298968455592
observed_data,official_pass5,28,"[300,500)","[3.25,3.5)",800.497085356379,677.9500923150175,1.1807610831984643,122.54699304136147,2.3980454053694356
observed_data,official_pass5,29,"[300,500)","[3.5,3.75)",332.04618880911573,194.10731113373853,1.7106320564109938,137.9388776753772,3.2122672422577794
observed_data,official_pass5,30,"[300,500)","[3.75,4.0)",105.27744444228063,62.756729538362926,1.677548291899516,42.5207149039177,1.0384126126063817
observed_data,official_pass5,40,"[500,800)","[3.25,3.5)",1024.1411403397597,915.3555935666749,1.1188451215436428,108.78554677308477,2.261532153340648
observed_data,official_pass5,41,"[500,800)","[3.5,3.75)",363.44864118933833,372.2167098277472,0.9764436458468871,-8.768068638408863,-0.31919754182614535
observed_data,official_pass5,42,"[500,800)","[3.75,4.0)",79.48698952925884,91.54534040940139,0.8682800148405565,-12.058350880142555,-0.6055628106117587
observed_data,official_pass5,52,"[800,1100)","[3.25,3.5)",142.15595782924356,150.59815904012564,0.943942201785928,-8.442201210882075,-0.5884188109923479
observed_data,official_pass5,53,"[800,1100)","[3.5,3.75)",207.45185401129473,218.7609410733584,0.9483039019370861,-11.309087062063668,-0.6023075815727899
observed_data,official_pass5,54,"[800,1100)","[3.75,4.0)",96.97117325892499,96.15988689292773,1.0084368481724673,0.8112863659972618,0.05638437451623069
observed_data,official_pass5,55,"[800,1100)","[4.0,4.25)",66.93623756791902,21.26322103818768,3.147982022465218,45.67301652973134,3.8185182877453334
observed_data,official_pass5,65,"[1100,2000)","[3.5,3.75)",44.923352982363944,76.53973782787769,0.5869284930579124,-31.616384845513743,-3.980869213744887
observed_data,official_pass5,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,105.72121453189696,1.0432453017321353,4.571945821919698,0.3711919034590627
observed_data,official_pass5,67,"[1100,2000)","[4.0,4.25)",75.16262420611812,63.86368538841751,1.176922749587355,11.298938817700616,1.073234289025566
observed_data,official_pass5,68,"[1100,2000)","[4.25,4.5)",23.98868276044041,23.44335360370655,1.023261567690027,0.5453291567338567,0.06816011841758975
observed_data,official_pass5,69,"[1100,2000)","[4.5,4.75)",27.071262409975123,5.031199711141823,5.380677366081209,22.0400626988333,2.7352331176239284
observed_data,official_pass5,81,"[2000,3000)","[4.5,4.75)",4.110992663272296,5.448473220750535,0.7545219544469012,-1.337480557478239,-0.4761856433070481
observed_data,official_pass5,82,"[2000,3000)","[4.75,5.0)",4.207423108797492,2.696740356967508,1.560188431907012,1.5106827518299841,0.35814083764491605
observed_data,official_pass5,83,"[2000,3000)","[5,6)",8.135495447995464,0.966610214931947,8.416521284712715,7.168885233063516,1.2319108059574313
