logE_true_lo,logE_true_hi,theta_true_deg_lo,theta_true_deg_hi,denominator_count,denominator_sumw
5.800000000000001,5.9,41.0,42.0,2660,16441.781520843506
5.800000000000001,5.9,42.0,43.0,2530,15638.235807418823
5.800000000000001,5.9,43.0,44.0,2890,17863.439321517944
5.800000000000001,5.9,44.0,45.0,2560,15823.66943359375
5.800000000000001,5.9,45.0,46.0,2580,15947.291851043701
5.800000000000001,5.9,46.0,47.0,2640,16318.159103393555
5.800000000000001,5.9,47.0,48.0,2520,15576.424598693848
5.800000000000001,5.9,48.0,49.0,2920,18048.87294769287
5.800000000000001,5.9,49.0,50.0,2740,16936.27119064331
5.9,6.0,0.0,1.0,30,185.43362617492676
5.9,6.0,1.0,2.0,90,556.3008785247803
5.9,6.0,2.0,3.0,180,1112.6017570495605
5.9,6.0,3.0,4.0,240,1483.469009399414
5.9,6.0,4.0,5.0,310,1916.1474704742432
5.9,6.0,5.0,6.0,480,2966.938018798828
5.9,6.0,6.0,7.0,520,3214.1828536987305
5.9,6.0,7.0,8.0,430,2657.88197517395
5.9,6.0,8.0,9.0,580,3585.050106048584
5.9,6.0,9.0,10.0,620,3832.2949409484863
5.9,6.0,10.0,11.0,720,4450.407028198242
5.9,6.0,11.0,12.0,980,6057.498455047607
5.9,6.0,12.0,13.0,890,5501.197576522827
5.9,6.0,13.0,14.0,980,6057.498455047607
5.9,6.0,14.0,15.0,1050,6490.1769161224365
5.9,6.0,15.0,16.0,800,4944.896697998047
5.9,6.0,16.0,17.0,960,5933.876037597656
5.9,6.0,17.0,18.0,1070,6613.799333572388
5.9,6.0,18.0,19.0,1090,6737.421751022339
5.9,6.0,19.0,20.0,1110,6861.04416847229
5.9,6.0,20.0,21.0,1210,7479.156255722046
5.9,6.0,21.0,22.0,1460,9024.436473846436
5.9,6.0,22.0,23.0,1470,9086.247682571411
5.9,6.0,23.0,24.0,1580,9766.170978546143
5.9,6.0,24.0,25.0,1510,9333.492517471313
5.9,6.0,25.0,26.0,1320,8159.079551696777
5.9,6.0,26.0,27.0,1540,9518.92614364624
5.9,6.0,27.0,28.0,1590,9827.982187271118
5.9,6.0,28.0,29.0,1770,10940.583944320679
5.9,6.0,29.0,30.0,1620,10013.415813446045
5.9,6.0,30.0,31.0,1700,10507.90548324585
5.9,6.0,31.0,32.0,1660,10260.660648345947
5.9,6.0,32.0,33.0,1570,9704.359769821167
5.9,6.0,33.0,34.0,1570,9704.359769821167
5.9,6.0,34.0,35.0,1900,11744.129657745361
5.9,6.0,35.0,36.0,1790,11064.20636177063
5.9,6.0,36.0,37.0,1790,11064.20636177063
5.9,6.0,37.0,38.0,1880,11620.50724029541
5.9,6.0,38.0,39.0,1710,10569.716691970825
5.9,6.0,39.0,40.0,1960,12114.996910095215
5.9,6.0,40.0,41.0,1920,11867.752075195312
5.9,6.0,41.0,42.0,1900,11744.129657745361
5.9,6.0,42.0,43.0,1750,10816.961526870728
5.9,6.0,43.0,44.0,1870,11558.696031570435
5.9,6.0,44.0,45.0,1690,10446.094274520874
5.9,6.0,45.0,46.0,1940,11991.374492645264
5.9,6.0,46.0,47.0,1870,11558.696031570435
5.9,6.0,47.0,48.0,1930,11929.563283920288
5.9,6.0,48.0,49.0,1790,11064.20636177063
5.9,6.0,49.0,50.0,1840,11373.262405395508
