logE_true_lo,logE_true_hi,theta_true_deg_lo,theta_true_deg_hi,denominator_count,denominator_sumw
3.9000000000000004,4.0,24.0,25.0,47171,15200690.641906738
3.9000000000000004,4.0,25.0,26.0,49470,15941535.393676758
3.9000000000000004,4.0,26.0,27.0,49781,16041754.061706543
3.9000000000000004,4.0,27.0,28.0,51520,16602140.76171875
3.9000000000000004,4.0,28.0,29.0,51920,16731039.370117188
3.9000000000000004,4.0,29.0,30.0,53070,17101622.869262695
3.9000000000000004,4.0,30.0,31.0,54460,17549545.533447266
3.9000000000000004,4.0,31.0,32.0,56271,18133133.98297119
3.9000000000000004,4.0,32.0,33.0,57220,18438945.931396484
3.9000000000000004,4.0,33.0,34.0,58280,18780527.243652344
3.9000000000000004,4.0,34.0,35.0,56210,18113476.94519043
3.9000000000000004,4.0,35.0,36.0,60510,19499136.985473633
3.9000000000000004,4.0,36.0,37.0,60340,19444355.076904297
3.9000000000000004,4.0,37.0,38.0,61220,19727932.01538086
3.9000000000000004,4.0,38.0,39.0,62020,19985729.232177734
3.9000000000000004,4.0,39.0,40.0,63000,20301530.822753906
3.9000000000000004,4.0,40.0,41.0,61380,19779491.458740234
3.9000000000000004,4.0,41.0,42.0,61680,19876165.415039062
3.9000000000000004,4.0,42.0,43.0,62410,20111405.37536621
3.9000000000000004,4.0,43.0,44.0,64360,20739786.091308594
3.9000000000000004,4.0,44.0,45.0,62320,20082403.188476562
3.9000000000000004,4.0,45.0,46.0,61420,19792381.319580078
3.9000000000000004,4.0,46.0,47.0,63130,20343422.8704834
3.9000000000000004,4.0,47.0,48.0,62910,20272528.635864258
3.9000000000000004,4.0,48.0,49.0,63201,20366302.37347412
3.9000000000000004,4.0,49.0,50.0,61269,19743722.094909668
4.0,4.1,0.0,1.0,1180,218365.3955078125
4.0,4.1,1.0,2.0,4420,817944.9560546875
4.0,4.1,2.0,3.0,6990,1293537.3852539062
4.0,4.1,3.0,4.0,8960,1658096.5625
4.0,4.1,4.0,5.0,12780,2365008.2666015625
4.0,4.1,5.0,6.0,14600,2701809.130859375
4.0,4.1,6.0,7.0,17230,3188504.8852539062
4.0,4.1,7.0,8.0,18630,3447582.4731445312
4.0,4.1,8.0,9.0,22080,4086023.671875
4.0,4.1,9.0,10.0,25280,4678201.015625
4.0,4.1,10.0,11.0,26810,4961335.808105469
4.0,4.1,11.0,12.0,29310,5423974.357910156
4.0,4.1,12.0,13.0,32170,5953232.858886719
4.0,4.1,13.0,14.0,34830,6445480.275878906
4.0,4.1,14.0,15.0,36830,6815591.115722656
4.0,4.1,15.0,16.0,39440,7298585.76171875
4.0,4.1,16.0,17.0,41520,7683501.03515625
4.0,4.1,17.0,18.0,43190,7992543.586425781
4.0,4.1,18.0,19.0,45160,8357102.763671875
4.0,4.1,19.0,20.0,46630,8629134.230957031
4.0,4.1,20.0,21.0,48820,9034405.600585938
4.0,4.1,21.0,22.0,51530,9535905.788574219
4.0,4.1,22.0,23.0,52900,9789431.713867188
4.0,4.1,23.0,24.0,55260,10226162.504882812
4.0,4.1,24.0,25.0,56690,10490791.755371094
4.0,4.1,25.0,26.0,58570,10838695.944824219
4.0,4.1,26.0,27.0,59920,11088520.76171875
4.0,4.1,27.0,28.0,63260,11706605.864257812
4.0,4.1,28.0,29.0,62881,11636469.860107422
4.0,4.1,29.0,30.0,65619,12143151.599853516
4.0,4.1,30.0,31.0,64210,11882408.513183594
4.0,4.1,31.0,32.0,68190,12618929.084472656
4.0,4.1,32.0,33.0,67979,12579882.39086914
4.0,4.1,33.0,34.0,69830,12922419.973144531
4.0,4.1,34.0,35.0,70410,13029752.116699219
4.0,4.1,35.0,36.0,70330,13014947.683105469
4.0,4.1,36.0,37.0,71540,13238864.741210938
4.0,4.1,37.0,38.0,72321,13383393.024169922
4.0,4.1,38.0,39.0,74090,13710756.062011719
4.0,4.1,39.0,40.0,73770,13651538.327636719
4.0,4.1,40.0,41.0,72809,13473700.069091797
4.0,4.1,41.0,42.0,74640,13812536.54296875
4.0,4.1,42.0,43.0,75640,13997591.962890625
4.0,4.1,43.0,44.0,74260,13742215.483398438
4.0,4.1,44.0,45.0,74990,13877305.939941406
4.0,4.1,45.0,46.0,74930,13866202.614746094
4.0,4.1,46.0,47.0,75950,14054959.143066406
4.0,4.1,47.0,48.0,75360,13945776.4453125
4.0,4.1,48.0,49.0,75730,14014246.950683594
4.0,4.1,49.0,50.0,75510,13973534.758300781
4.1,4.2,0.0,1.0,940,173952.0947265625
4.1,4.2,1.0,2.0,2750,508902.40478515625
4.1,4.2,2.0,3.0,4310,797588.8598632812
4.1,4.2,3.0,4.0,6750,1249124.0844726562
4.1,4.2,4.0,5.0,7710,1426777.2875976562
4.1,4.2,5.0,6.0,9360,1732118.73046875
4.1,4.2,6.0,7.0,12260,2268779.4482421875
4.1,4.2,7.0,8.0,13300,2461237.0849609375
4.1,4.2,8.0,9.0,14730,2725866.3354492188
4.1,4.2,9.0,10.0,17490,3236619.2944335938
4.1,4.2,10.0,11.0,18990,3514202.4243164062
4.1,4.2,11.0,12.0,20030,3706660.0610351562
4.1,4.2,12.0,13.0,22350,4135988.6352539062
4.1,4.2,13.0,14.0,23080,4271079.091796875
4.1,4.2,14.0,15.0,24780,4585673.3056640625
4.1,4.2,15.0,16.0,27370,5064966.843261719
4.1,4.2,16.0,17.0,28230,5224114.504394531
4.1,4.2,17.0,18.0,30190,5586823.127441406
4.1,4.2,18.0,19.0,31280,5788533.53515625
4.1,4.2,19.0,20.0,32810,6071668.327636719
4.1,4.2,20.0,21.0,34960,6469537.48046875
4.1,4.2,21.0,22.0,34750,6430675.842285156
4.1,4.2,22.0,23.0,36890,6826694.440917969
4.1,4.2,23.0,24.0,38090,7048760.944824219
4.1,4.2,24.0,25.0,38730,7167196.413574219
4.1,4.2,25.0,26.0,39560,7320792.412109375
4.1,4.2,26.0,27.0,40350,7466986.193847656
4.1,4.2,27.0,28.0,42299,7827659.207275391
4.1,4.2,28.0,29.0,42530,7870407.009277344
4.1,4.2,29.0,30.0,44170,8173897.897949219
4.1,4.2,30.0,31.0,44720,8275678.37890625
4.1,4.2,31.0,32.0,46060,8523652.641601562
4.1,4.2,32.0,33.0,46360,8579169.267578125
4.1,4.2,33.0,34.0,48130,8906717.360839844
4.1,4.2,34.0,35.0,46970,8692053.073730469
4.1,4.2,35.0,36.0,47890,8862304.060058594
4.1,4.2,36.0,37.0,49670,9191702.707519531
4.1,4.2,37.0,38.0,49410,9143588.298339844
4.1,4.2,38.0,39.0,50520,9348999.814453125
4.1,4.2,39.0,40.0,51610,9550710.222167969
4.1,4.2,40.0,41.0,51040,9445228.6328125
4.1,4.2,41.0,42.0,50830,9406366.994628906
4.1,4.2,42.0,43.0,51020,9441527.524414062
4.1,4.2,43.0,44.0,51120,9460033.06640625
4.1,4.2,44.0,45.0,53150,9835695.568847656
4.1,4.2,45.0,46.0,50929,9424687.481201172
4.1,4.2,46.0,47.0,51181,9471321.447021484
4.1,4.2,47.0,48.0,51000,9437826.416015625
4.1,4.2,48.0,49.0,52160,9652490.703125
4.1,4.2,49.0,50.0,50861,9412103.712646484
4.2,4.300000000000001,0.0,1.0,540,99929.9267578125
4.2,4.300000000000001,1.0,2.0,1690,312743.65966796875
4.2,4.300000000000001,2.0,3.0,2740,507051.8505859375
4.2,4.300000000000001,3.0,4.0,4360,806841.630859375
4.2,4.300000000000001,4.0,5.0,5330,986345.3881835938
4.2,4.300000000000001,5.0,6.0,6870,1271330.7348632812
4.2,4.300000000000001,6.0,7.0,8090,1497098.3471679688
4.2,4.300000000000001,7.0,8.0,9260,1713613.1884765625
4.2,4.300000000000001,8.0,9.0,10200,1887565.283203125
4.2,4.300000000000001,9.0,10.0,11820,2187355.0634765625
4.2,4.300000000000001,10.0,11.0,13270,2455685.4223632812
4.2,4.300000000000001,11.0,12.0,14890,2755475.2026367188
4.2,4.300000000000001,12.0,13.0,14650,2711061.9018554688
4.2,4.300000000000001,13.0,14.0,16030,2966438.3813476562
4.2,4.300000000000001,14.0,15.0,17600,3256975.390625
4.2,4.300000000000001,15.0,16.0,18520,3427226.376953125
4.2,4.300000000000001,16.0,17.0,18840,3486444.111328125
4.2,4.300000000000001,17.0,18.0,20410,3776981.1206054688
4.2,4.300000000000001,18.0,19.0,21580,3993495.9619140625
4.2,4.300000000000001,19.0,20.0,22820,4222964.6826171875
4.2,4.300000000000001,20.0,21.0,23380,4326595.7177734375
4.2,4.300000000000001,21.0,22.0,23960,4433927.861328125
4.2,4.300000000000001,22.0,23.0,25240,4670798.798828125
4.2,4.300000000000001,23.0,24.0,25990,4809590.363769531
4.2,4.300000000000001,24.0,25.0,26540,4911370.8447265625
4.2,4.300000000000001,25.0,26.0,27180,5029806.3134765625
4.2,4.300000000000001,26.0,27.0,27730,5131586.794433594
4.2,4.300000000000001,27.0,28.0,29700,5496145.9716796875
4.2,4.300000000000001,28.0,29.0,30180,5584972.5732421875
4.2,4.300000000000001,29.0,30.0,31480,5825544.619140625
4.2,4.300000000000001,30.0,31.0,31930,5908819.558105469
4.2,4.300000000000001,31.0,32.0,32200,5958784.521484375
4.2,4.300000000000001,32.0,33.0,33051,6116266.683837891
4.2,4.300000000000001,33.0,34.0,32460,6006898.9306640625
4.2,4.300000000000001,34.0,35.0,33290,6160494.929199219
4.2,4.300000000000001,35.0,36.0,33201,6144024.996826172
4.2,4.300000000000001,36.0,37.0,33480,6195655.458984375
4.2,4.300000000000001,37.0,38.0,33920,6277079.84375
4.2,4.300000000000001,38.0,39.0,35470,6563915.744628906
4.2,4.300000000000001,39.0,40.0,34270,6341849.240722656
4.2,4.300000000000001,40.0,41.0,35590,6586122.395019531
4.2,4.300000000000001,41.0,42.0,35830,6630535.695800781
4.2,4.300000000000001,42.0,43.0,35140,6502847.4560546875
4.2,4.300000000000001,43.0,44.0,36600,6773028.369140625
4.2,4.300000000000001,44.0,45.0,35480,6565766.298828125
4.2,4.300000000000001,45.0,46.0,35550,6578720.178222656
4.2,4.300000000000001,46.0,47.0,34750,6430675.842285156
4.2,4.300000000000001,47.0,48.0,35740,6613880.7080078125
4.2,4.300000000000001,48.0,49.0,34951,6467871.981689453
4.2,4.300000000000001,49.0,50.0,35519,6572983.460205078
4.300000000000001,4.4,0.0,1.0,440,81424.384765625
4.300000000000001,4.4,1.0,2.0,1360,251675.37109375
4.300000000000001,4.4,2.0,3.0,2200,407121.923828125
4.300000000000001,4.4,3.0,4.0,2700,499649.6337890625
4.300000000000001,4.4,4.0,5.0,3970,734670.0170898438
4.300000000000001,4.4,5.0,6.0,4710,871611.0278320312
4.300000000000001,4.4,6.0,7.0,5540,1025207.0263671875
4.300000000000001,4.4,7.0,8.0,6430,1189906.3500976562
4.300000000000001,4.4,8.0,9.0,7180,1328697.9150390625
4.300000000000001,4.4,9.0,10.0,8290,1534109.4311523438
4.300000000000001,4.4,10.0,11.0,8190,1515603.8891601562
4.300000000000001,4.4,11.0,12.0,9790,1811692.5610351562
4.300000000000001,4.4,12.0,13.0,10540,1950484.1259765625
4.300000000000001,4.4,13.0,14.0,11070,2048563.4985351562
4.300000000000001,4.4,14.0,15.0,12110,2241021.1352539062
4.300000000000001,4.4,15.0,16.0,12850,2377962.1459960938
4.300000000000001,4.4,16.0,17.0,13130,2429777.6635742188
4.300000000000001,4.4,17.0,18.0,14380,2661096.9384765625
4.300000000000001,4.4,18.0,19.0,14870,2751774.0942382812
4.300000000000001,4.4,19.0,20.0,15560,2879462.333984375
4.300000000000001,4.4,20.0,21.0,16280,3012702.236328125
4.300000000000001,4.4,21.0,22.0,16840,3116333.271484375
4.300000000000001,4.4,22.0,23.0,16910,3129287.1508789062
4.300000000000001,4.4,23.0,24.0,18480,3419824.16015625
4.300000000000001,4.4,24.0,25.0,18010,3332848.1127929688
4.300000000000001,4.4,25.0,26.0,18610,3443881.3647460938
4.300000000000001,4.4,26.0,27.0,20090,3717763.3862304688
4.300000000000001,4.4,27.0,28.0,19529,3613947.295654297
4.300000000000001,4.4,28.0,29.0,20660,3823244.9755859375
4.300000000000001,4.4,29.0,30.0,19890,3680752.3022460938
4.300000000000001,4.4,30.0,31.0,21840,4041610.37109375
4.300000000000001,4.4,31.0,32.0,23010,4258125.212402344
4.300000000000001,4.4,32.0,33.0,22030,4076770.9008789062
4.300000000000001,4.4,33.0,34.0,22840,4226665.791015625
4.300000000000001,4.4,34.0,35.0,23840,4411721.2109375
4.300000000000001,4.4,35.0,36.0,23800,4404318.994140625
4.300000000000001,4.4,36.0,37.0,23541,4356389.640380859
4.300000000000001,4.4,37.0,38.0,24250,4487593.933105469
4.300000000000001,4.4,38.0,39.0,24100,4459835.6201171875
4.300000000000001,4.4,39.0,40.0,24390,4513501.691894531
4.300000000000001,4.4,40.0,41.0,24280,4493145.595703125
4.300000000000001,4.4,41.0,42.0,24790,4587523.859863281
4.300000000000001,4.4,42.0,43.0,24740,4578271.0888671875
4.300000000000001,4.4,43.0,44.0,24870,4602328.293457031
4.300000000000001,4.4,44.0,45.0,24630,4557914.992675781
4.300000000000001,4.4,45.0,46.0,24620,4556064.4384765625
4.300000000000001,4.4,46.0,47.0,24120,4463536.728515625
4.300000000000001,4.4,47.0,48.0,24300,4496846.7041015625
4.300000000000001,4.4,48.0,49.0,23740,4393215.6689453125
4.300000000000001,4.4,49.0,50.0,24380,4511651.1376953125
4.4,4.5,0.0,1.0,310,45871.48246765137
4.4,4.5,1.0,2.0,1040,166813.3879852295
4.4,4.5,2.0,3.0,1910,296861.64794921875
4.4,4.5,3.0,4.0,2320,358585.8190917969
4.4,4.5,4.0,5.0,3230,498689.1491699219
4.4,4.5,5.0,6.0,3560,552683.1622314453
4.4,4.5,6.0,7.0,4490,685876.1874389648
4.4,4.5,7.0,8.0,5240,820246.3301849365
4.4,4.5,8.0,9.0,6100,965245.4402923584
4.4,4.5,9.0,10.0,6590,1036468.338394165
4.4,4.5,10.0,11.0,7030,1102859.8876953125
4.4,4.5,11.0,12.0,7220,1149516.1151885986
4.4,4.5,12.0,13.0,8270,1282808.6798095703
4.4,4.5,13.0,14.0,8980,1417735.1657104492
4.4,4.5,14.0,15.0,9530,1504482.811203003
4.4,4.5,15.0,16.0,9950,1560983.2610321045
4.4,4.5,16.0,17.0,10850,1689508.9080810547
4.4,4.5,17.0,18.0,10800,1720048.936843872
4.4,4.5,18.0,19.0,12400,1945394.853591919
4.4,4.5,19.0,20.0,12650,1998732.984085083
4.4,4.5,20.0,21.0,13520,2118169.8307800293
4.4,4.5,21.0,22.0,13570,2122116.8951416016
4.4,4.5,22.0,23.0,14220,2219411.5226745605
4.4,4.5,23.0,24.0,15080,2354683.5039520264
4.4,4.5,24.0,25.0,15220,2404466.9425964355
4.4,4.5,25.0,26.0,15290,2425379.381942749
4.4,4.5,26.0,27.0,15460,2424120.279083252
4.4,4.5,27.0,28.0,15850,2474184.7818756104
4.4,4.5,28.0,29.0,17000,2627751.4573669434
4.4,4.5,29.0,30.0,16870,2649677.043609619
4.4,4.5,30.0,31.0,17640,2770062.60597229
4.4,4.5,31.0,32.0,17950,2823008.3639526367
4.4,4.5,32.0,33.0,18070,2828413.6100006104
4.4,4.5,33.0,34.0,18380,2894623.6345672607
4.4,4.5,34.0,35.0,18380,2876937.9457855225
4.4,4.5,35.0,36.0,18610,2899162.1502685547
4.4,4.5,36.0,37.0,19690,3122897.6836395264
4.4,4.5,37.0,38.0,19620,3055118.1690216064
4.4,4.5,38.0,39.0,19560,3058163.3948516846
4.4,4.5,39.0,40.0,19749,3087921.591026306
4.4,4.5,40.0,41.0,19390,3027588.2579040527
4.4,4.5,41.0,42.0,20870,3256371.772994995
4.4,4.5,42.0,43.0,20020,3116760.3548431396
4.4,4.5,43.0,44.0,20240,3174273.9515686035
4.4,4.5,44.0,45.0,20130,3152149.2864990234
4.4,4.5,45.0,46.0,20160,3174502.353439331
4.4,4.5,46.0,47.0,19840,3085218.948135376
4.4,4.5,47.0,48.0,20280,3187866.159439087
4.4,4.5,48.0,49.0,20480,3195695.8569335938
4.4,4.5,49.0,50.0,19690,3054807.781829834
4.5,4.6,0.0,1.0,370,35751.98112487793
4.5,4.6,1.0,2.0,1160,112087.29217529297
4.5,4.6,2.0,3.0,2170,209680.5379486084
4.5,4.6,3.0,4.0,2910,281184.50019836426
4.5,4.6,4.0,5.0,3470,335295.60676574707
4.5,4.6,5.0,6.0,4200,405833.2992553711
4.5,4.6,6.0,7.0,4860,469607.10342407227
4.5,4.6,7.0,8.0,5940,573964.2375183105
4.5,4.6,8.0,9.0,6270,605851.1396026611
4.5,4.6,9.0,10.0,7500,724702.320098877
4.5,4.6,10.0,11.0,8430,814565.4077911377
4.5,4.6,11.0,12.0,8230,795240.012588501
4.5,4.6,12.0,13.0,9390,907327.304763794
4.5,4.6,13.0,14.0,10450,1009751.8993377686
4.5,4.6,14.0,15.0,10640,1028111.0247802734
4.5,4.6,15.0,16.0,11810,1141164.5867156982
4.5,4.6,16.0,17.0,12730,1230061.4046478271
4.5,4.6,17.0,18.0,12860,1242622.911529541
4.5,4.6,18.0,19.0,13580,1312194.3342590332
4.5,4.6,19.0,20.0,14580,1408821.3102722168
4.5,4.6,20.0,21.0,14290,1380799.4872283936
4.5,4.6,21.0,22.0,15310,1479359.0027618408
4.5,4.6,22.0,23.0,15980,1544099.0766906738
4.5,4.6,23.0,24.0,16570,1601108.9925384521
4.5,4.6,24.0,25.0,17050,1647489.9410247803
4.5,4.6,25.0,26.0,17410,1682275.6523895264
4.5,4.6,26.0,27.0,18130,1751847.0751190186
4.5,4.6,27.0,28.0,17200,1661983.9874267578
4.5,4.6,28.0,29.0,18290,1767307.391281128
4.5,4.6,29.0,30.0,18810,1817553.4188079834
4.5,4.6,30.0,31.0,18880,1824317.3071289062
4.5,4.6,31.0,32.0,20100,1942202.2178649902
4.5,4.6,32.0,33.0,20240,1955729.994506836
4.5,4.6,33.0,34.0,20650,1995347.0546722412
4.5,4.6,34.0,35.0,20780,2007908.561553955
4.5,4.6,35.0,36.0,21600,2087142.6818847656
4.5,4.6,36.0,37.0,21900,2116130.7746887207
4.5,4.6,37.0,38.0,22320,2156714.104614258
4.5,4.6,38.0,39.0,20689,1999115.5067367554
4.5,4.6,39.0,40.0,22080,2133523.6303710938
4.5,4.6,40.0,41.0,21830,2109366.886367798
4.5,4.6,41.0,42.0,21630,2090041.4911651611
4.5,4.6,42.0,43.0,22540,2177972.039337158
4.5,4.6,43.0,44.0,22379,2162415.0961990356
4.5,4.6,44.0,45.0,22040,2129658.5513305664
4.5,4.6,45.0,46.0,22140,2139321.2489318848
4.5,4.6,46.0,47.0,22320,2156714.104614258
4.5,4.6,47.0,48.0,22400,2164444.2626953125
4.5,4.6,48.0,49.0,22010,2126759.742050171
4.5,4.6,49.0,50.0,22230,2148017.6767730713
4.6,4.7,0.0,1.0,260,25123.013763427734
4.6,4.7,1.0,2.0,740,71503.96224975586
4.6,4.7,2.0,3.0,1370,132378.95713806152
4.6,4.7,3.0,4.0,2070,200017.84034729004
4.6,4.7,4.0,5.0,2280,220309.5053100586
4.6,4.7,5.0,6.0,3160,305341.24420166016
4.6,4.7,6.0,7.0,3450,333363.0672454834
4.6,4.7,7.0,8.0,4030,389406.7133331299
4.6,4.7,8.0,9.0,4710,455113.0570220947
4.6,4.7,9.0,10.0,5180,500527.735748291
4.6,4.7,10.0,11.0,5380,519853.13095092773
4.6,4.7,11.0,12.0,6160,595222.1722412109
4.6,4.7,12.0,13.0,6460,624210.265045166
4.6,4.7,13.0,14.0,6920,668658.6740112305
4.6,4.7,14.0,15.0,7490,723736.0503387451
4.6,4.7,15.0,16.0,8080,780745.9661865234
4.6,4.7,16.0,17.0,8409,812536.2412948608
4.6,4.7,17.0,18.0,8480,819396.7565917969
4.6,4.7,18.0,19.0,9320,900563.4164428711
4.6,4.7,19.0,20.0,9860,952741.9834899902
4.6,4.7,20.0,21.0,10780,1041638.8014221191
4.6,4.7,21.0,22.0,10790,1042605.071182251
4.6,4.7,22.0,23.0,10790,1042605.071182251
4.6,4.7,23.0,24.0,11270,1088986.019668579
4.6,4.7,24.0,25.0,11350,1096716.1777496338
4.6,4.7,25.0,26.0,11860,1145995.9355163574
4.6,4.7,26.0,27.0,12100,1169186.4097595215
4.6,4.7,27.0,28.0,12560,1213634.818725586
4.6,4.7,28.0,29.0,12400,1198174.5025634766
4.6,4.7,29.0,30.0,13330,1288037.5902557373
4.6,4.7,30.0,31.0,13020,1258083.2276916504
4.6,4.7,31.0,32.0,13280,1283206.2414550781
4.6,4.7,32.0,33.0,13760,1329587.1899414062
4.6,4.7,33.0,34.0,14170,1369204.2501068115
4.6,4.7,34.0,35.0,14460,1397226.0731506348
4.6,4.7,35.0,36.0,13840,1337317.348022461
4.6,4.7,36.0,37.0,14720,1422349.0869140625
4.6,4.7,37.0,38.0,14640,1414618.9288330078
4.6,4.7,38.0,39.0,15100,1459067.3377990723
4.6,4.7,39.0,40.0,14890,1438775.6728363037
4.6,4.7,40.0,41.0,15590,1506414.5560455322
4.6,4.7,41.0,42.0,15610,1508347.095565796
4.6,4.7,42.0,43.0,15300,1478392.733001709
4.6,4.7,43.0,44.0,15710,1518009.7931671143
4.6,4.7,44.0,45.0,15220,1470662.5749206543
4.6,4.7,45.0,46.0,15150,1463898.6865997314
4.6,4.7,46.0,47.0,14710,1421382.8171539307
4.6,4.7,47.0,48.0,15770,1523807.4117279053
4.6,4.7,48.0,49.0,14930,1442640.751876831
4.6,4.7,49.0,50.0,14740,1424281.6264343262
4.7,4.800000000000001,0.0,1.0,230,22224.204483032227
4.7,4.800000000000001,1.0,2.0,530,51212.297286987305
4.7,4.800000000000001,2.0,3.0,900,86964.27841186523
4.7,4.800000000000001,3.0,4.0,1390,134311.4966583252
4.7,4.800000000000001,4.0,5.0,1650,159434.51042175293
4.7,4.800000000000001,5.0,6.0,1950,188422.603225708
4.7,4.800000000000001,6.0,7.0,2460,237702.36099243164
4.7,4.800000000000001,7.0,8.0,2600,251230.13763427734
4.7,4.800000000000001,8.0,9.0,2800,270555.53283691406
4.7,4.800000000000001,9.0,10.0,3360,324666.6394042969
4.7,4.800000000000001,10.0,11.0,4020,388440.44357299805
4.7,4.800000000000001,11.0,12.0,4330,418394.80613708496
4.7,4.800000000000001,12.0,13.0,4780,461876.9453430176
4.7,4.800000000000001,13.0,14.0,4630,447382.89894104004
4.7,4.800000000000001,14.0,15.0,5150,497628.9264678955
4.7,4.800000000000001,15.0,16.0,5640,544976.1447143555
4.7,4.800000000000001,16.0,17.0,5840,564301.5399169922
4.7,4.800000000000001,17.0,18.0,5780,558503.9213562012
4.7,4.800000000000001,18.0,19.0,6470,625176.5348052979
4.7,4.800000000000001,19.0,20.0,6480,626142.8045654297
4.7,4.800000000000001,20.0,21.0,6920,668658.6740112305
4.7,4.800000000000001,21.0,22.0,7110,687017.7994537354
4.7,4.800000000000001,22.0,23.0,7420,716972.1620178223
4.7,4.800000000000001,23.0,24.0,8170,789442.39402771
4.7,4.800000000000001,24.0,25.0,7890,762386.8407440186
4.7,4.800000000000001,25.0,26.0,8420,813599.1380310059
4.7,4.800000000000001,26.0,27.0,8450,816497.9473114014
4.7,4.800000000000001,27.0,28.0,8520,823261.8356323242
4.7,4.800000000000001,28.0,29.0,9000,869642.7841186523
4.7,4.800000000000001,29.0,30.0,8960,865777.705078125
4.7,4.800000000000001,30.0,31.0,9250,893799.5281219482
4.7,4.800000000000001,31.0,32.0,8830,853216.1981964111
4.7,4.800000000000001,32.0,33.0,9860,952741.9834899902
4.7,4.800000000000001,33.0,34.0,9710,938247.9370880127
4.7,4.800000000000001,34.0,35.0,9680,935349.1278076172
4.7,4.800000000000001,35.0,36.0,9990,965303.4903717041
4.7,4.800000000000001,36.0,37.0,9780,945011.8254089355
4.7,4.800000000000001,37.0,38.0,10250,990426.5041351318
4.7,4.800000000000001,38.0,39.0,9590,926652.6999664307
4.7,4.800000000000001,39.0,40.0,10680,1031976.1038208008
4.7,4.800000000000001,40.0,41.0,10600,1024245.9457397461
4.7,4.800000000000001,41.0,42.0,10560,1020380.8666992188
4.7,4.800000000000001,42.0,43.0,10600,1024245.9457397461
4.7,4.800000000000001,43.0,44.0,10359,1000958.8445205688
4.7,4.800000000000001,44.0,45.0,11110,1073525.7035064697
4.7,4.800000000000001,45.0,46.0,10581,1022410.0331954956
4.7,4.800000000000001,46.0,47.0,10320,997190.3924560547
4.7,4.800000000000001,47.0,48.0,10780,1041638.8014221191
4.7,4.800000000000001,48.0,49.0,9980,964337.2206115723
4.7,4.800000000000001,49.0,50.0,10700,1033908.6433410645
4.800000000000001,4.9,0.0,1.0,140,13527.776641845703
4.800000000000001,4.9,1.0,2.0,320,30920.63232421875
4.800000000000001,4.9,2.0,3.0,610,58942.45536804199
4.800000000000001,4.9,3.0,4.0,880,85031.73889160156
4.800000000000001,4.9,4.0,5.0,1460,141075.38497924805
4.800000000000001,4.9,5.0,6.0,1480,143007.92449951172
4.800000000000001,4.9,6.0,7.0,1520,146873.00354003906
4.800000000000001,4.9,7.0,8.0,1960,189388.87298583984
4.800000000000001,4.9,8.0,9.0,2150,207747.99842834473
4.800000000000001,4.9,9.0,10.0,2500,241567.44003295898
4.800000000000001,4.9,10.0,11.0,3020,291813.46755981445
4.800000000000001,4.9,11.0,12.0,2810,271521.8025970459
4.800000000000001,4.9,12.0,13.0,3010,290847.1977996826
4.800000000000001,4.9,13.0,14.0,3490,337228.14628601074
4.800000000000001,4.9,14.0,15.0,3470,335295.60676574707
4.800000000000001,4.9,15.0,16.0,3970,383609.09477233887
4.800000000000001,4.9,16.0,17.0,3960,382642.82501220703
4.800000000000001,4.9,17.0,18.0,4500,434821.3920593262
4.800000000000001,4.9,18.0,19.0,4490,433855.12229919434
4.800000000000001,4.9,19.0,20.0,4710,455113.0570220947
4.800000000000001,4.9,20.0,21.0,4340,419361.0758972168
4.800000000000001,4.9,21.0,22.0,5030,486033.6893463135
4.800000000000001,4.9,22.0,23.0,5370,518886.8611907959
4.800000000000001,4.9,23.0,24.0,5300,512122.97286987305
4.800000000000001,4.9,24.0,25.0,5510,532414.6378326416
4.800000000000001,4.9,25.0,26.0,5900,570099.1584777832
4.800000000000001,4.9,26.0,27.0,5830,563335.2701568604
4.800000000000001,4.9,27.0,28.0,6190,598120.9815216064
4.800000000000001,4.9,28.0,29.0,6350,613581.2976837158
4.800000000000001,4.9,29.0,30.0,6190,598120.9815216064
4.800000000000001,4.9,30.0,31.0,6380,616480.1069641113
4.800000000000001,4.9,31.0,32.0,6750,652232.0880889893
4.800000000000001,4.9,32.0,33.0,6790,656097.1671295166
4.800000000000001,4.9,33.0,34.0,6580,635805.502166748
4.800000000000001,4.9,34.0,35.0,7250,700545.576095581
4.800000000000001,4.9,35.0,36.0,6480,626142.8045654297
4.800000000000001,4.9,36.0,37.0,6890,665759.864730835
4.800000000000001,4.9,37.0,38.0,7750,748859.0641021729
4.800000000000001,4.9,38.0,39.0,7850,758521.7617034912
4.800000000000001,4.9,39.0,40.0,7450,719870.9712982178
4.800000000000001,4.9,40.0,41.0,7180,693781.6877746582
4.800000000000001,4.9,41.0,42.0,7230,698613.0365753174
4.800000000000001,4.9,42.0,43.0,7550,729533.6688995361
4.800000000000001,4.9,43.0,44.0,7150,690882.8784942627
4.800000000000001,4.9,44.0,45.0,6770,654164.6276092529
4.800000000000001,4.9,45.0,46.0,7400,715039.6224975586
4.800000000000001,4.9,46.0,47.0,7070,683152.720413208
4.800000000000001,4.9,47.0,48.0,7790,752724.1431427002
4.800000000000001,4.9,48.0,49.0,6480,626142.8045654297
4.800000000000001,4.9,49.0,50.0,6990,675422.5623321533
4.9,5.0,0.0,1.0,70,6763.888320922852
4.9,5.0,1.0,2.0,290,28021.823043823242
