source_file_id,status,yyyymm,relative_path,obs_path,time_path,event_entries,time_entries,common_entries,entry_mismatch,selected_rows,parquet_relative_path,matched_mjd_min,matched_mjd_max,matched_mjd_start_utc_yyyymm,matched_mjd_end_utc_yyyymm,matched_span_seconds,matched_gap_count,matched_gap_seconds,rough_live_time_seconds,selected_mjd_min,selected_mjd_max
133,processed,202201,0107/Esg20220107_02.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_02.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_02.time.root,84208,84208,84208,False,57758,obs_events/yyyymm=202201/part-000133.parquet,59585.7502396,59585.7912157,202201,202201,3540.33407606,6,503.86823297,3036.46584309,59585.7502396,59585.7912157
134,processed,202201,0107/Esg20220107_03.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_03.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_03.time.root,111737,111737,111737,False,75940,obs_events/yyyymm=202201/part-000134.parquet,59585.791641,59585.833106,202201,202201,3582.57632079,7,586.33107401,2996.24524678,59585.791641,59585.833106
135,processed,202201,0107/Esg20220107_04.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_04.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_04.time.root,225765,225765,225765,False,147781,obs_events/yyyymm=202201/part-000135.parquet,59585.8335042,59585.8748507,202201,202201,3572.3359393,6,495.281245373,3077.05469392,59585.8335042,59585.8748507
136,processed,202201,0107/Esg20220107_05.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_05.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_05.time.root,281929,281929,281929,False,180139,obs_events/yyyymm=202201/part-000136.parquet,59585.8752403,59585.9165205,202201,202201,3566.610673,8,650.595649495,2916.01502351,59585.8752403,59585.9165205
137,processed,202201,0107/Esg20220107_06.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_06.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_06.time.root,175638,175638,175638,False,117563,obs_events/yyyymm=202201/part-000137.parquet,59585.9169241,59585.9582398,202201,202201,3569.6764335,2,165.778370574,3403.89806293,59585.9169241,59585.9582398
138,processed,202201,0107/Esg20220107_07.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_07.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_07.time.root,83272,83272,83272,False,56874,obs_events/yyyymm=202201/part-000138.parquet,59585.9586551,59585.999619,202201,202201,3539.2753782,8,672.930815513,2866.34456269,59585.9586551,59585.999619
139,processed,202201,0107/Esg20220107_08.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_08.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_08.time.root,43884,43884,43884,False,29951,obs_events/yyyymm=202201/part-000139.parquet,59586.0000486,59586.041571,202201,202201,3587.53547338,6,507.68462182,3079.85085156,59586.0000486,59586.041571
140,processed,202201,0107/Esg20220107_09.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_09.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_09.time.root,27206,27206,27206,False,18271,obs_events/yyyymm=202201/part-000140.parquet,59586.0420039,59586.0830154,202201,202201,3543.39207786,3,254.206124693,3289.18595316,59586.0420039,59586.0830154
141,processed,202201,0107/Esg20220107_10.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_10.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_10.time.root,25071,25071,25071,False,16667,obs_events/yyyymm=202201/part-000141.parquet,59586.0834537,59586.1249314,202201,202201,3583.67128756,3,254.185998067,3329.4852895,59586.0834537,59586.1249314
142,processed,202201,0107/Esg20220107_11.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_11.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_11.time.root,24496,24496,24496,False,16254,obs_events/yyyymm=202201/part-000142.parquet,59586.1254233,59586.1664393,202201,202201,3543.78035779,3,255.567932082,3288.2124257,59586.1254233,59586.1664393
143,processed,202201,0107/Esg20220107_12.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_12.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_12.time.root,24584,24584,24584,False,16383,obs_events/yyyymm=202201/part-000143.parquet,59586.1668813,59586.2082221,202201,202201,3571.84825523,7,592.144880234,2979.703375,59586.1668813,59586.2082221
144,processed,202201,0107/Esg20220107_13.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_13.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_13.time.root,17162,17162,17162,False,11526,obs_events/yyyymm=202201/part-000144.parquet,59586.2086683,59586.237976,202201,202201,2532.18563288,6,547.236571717,1984.94906116,59586.2086683,59586.237976
145,processed,202201,0107/Esg20220107_16.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_16.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_16.time.root,14650,14650,14650,False,9669,obs_events/yyyymm=202201/part-000145.parquet,59586.3466542,59586.3749422,202201,202201,2444.08281287,6,714.047869574,1730.0349433,59586.3466542,59586.3749422
146,processed,202201,0107/Esg20220107_17.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_17.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_17.time.root,24778,24778,24778,False,16545,obs_events/yyyymm=202201/part-000146.parquet,59586.3749969,59586.4166115,202201,202201,3595.50285183,8,675.183760445,2920.31909139,59586.3749969,59586.4166115
147,processed,202201,0107/Esg20220107_18.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_18.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_18.time.root,24649,24649,24649,False,16393,obs_events/yyyymm=202201/part-000147.parquet,59586.4170359,59586.4579488,202201,202201,3534.87353814,4,339.260947122,3195.61259102,59586.4170359,59586.4579488
148,processed,202201,0107/Esg20220107_19.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_19.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_19.time.root,24678,24678,24678,False,16542,obs_events/yyyymm=202201/part-000148.parquet,59586.4583651,59586.4995339,202201,202201,3556.98920474,6,511.268866737,3045.72033801,59586.4583651,59586.4995339
149,processed,202201,0107/Esg20220107_20.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_20.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_20.time.root,36153,36153,36153,False,24275,obs_events/yyyymm=202201/part-000149.parquet,59586.4999551,59586.5412201,202201,202201,3565.2974905,4,340.761368349,3224.53612215,59586.4999551,59586.5412201
150,processed,202201,0107/Esg20220107_21.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_21.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_21.time.root,76210,76210,76210,False,51851,obs_events/yyyymm=202201/part-000150.parquet,59586.541637,59586.5830224,202201,202201,3575.69616549,3,255.580479163,3320.11568632,59586.541637,59586.5830224
151,processed,202201,0107/Esg20220107_22.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_22.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_22.time.root,171953,171953,171953,False,114285,obs_events/yyyymm=202201/part-000151.parquet,59586.5834306,59586.6249115,202201,202201,3583.95248638,5,419.650667114,3164.30181926,59586.5834306,59586.6249115
152,processed,202201,0107/Esg20220107_23.root,/mnt/mydisk/WCDA_observation_eval/0107/Esg20220107_23.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0107/Esg20220107_23.time.root,318967,318967,318967,False,200772,obs_events/yyyymm=202201/part-000152.parquet,59586.6253007,59586.6663601,202201,202201,3547.53042797,7,618.875777163,2928.65465081,59586.6253007,59586.6663601
153,processed,202201,0108/Esg20220108_00.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_00.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_00.time.root,244903,244903,244903,False,159195,obs_events/yyyymm=202201/part-000153.parquet,59586.6667489,59586.7082523,202201,202201,3585.89296506,6,584.655838553,3001.23712651,59586.6667489,59586.7082523
154,processed,202201,0108/Esg20220108_01.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_01.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_01.time.root,113625,113625,113625,False,77714,obs_events/yyyymm=202201/part-000154.parquet,59586.708662,59586.7496082,202201,202201,3537.75081458,5,465.588122886,3072.16269169,59586.7086621,59586.7496082
155,processed,202201,0108/Esg20220108_02.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_02.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_02.time.root,85498,85498,85498,False,58690,obs_events/yyyymm=202201/part-000155.parquet,59586.7500303,59586.79145,202201,202201,3578.65547917,3,254.790936573,3323.8645426,59586.7500303,59586.7914499
156,processed,202201,0108/Esg20220108_03.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_03.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_03.time.root,117269,117269,117269,False,79818,obs_events/yyyymm=202201/part-000156.parquet,59586.7918829,59586.8331784,202201,202201,3567.93688601,2,211.392096081,3356.54478993,59586.7918829,59586.8331784
157,processed,202201,0108/Esg20220108_04.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_04.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_04.time.root,225337,225337,225337,False,146797,obs_events/yyyymm=202201/part-000157.parquet,59586.8335972,59586.8748798,202201,202201,3566.81310413,10,828.454902791,2738.35820134,59586.8335972,59586.8748798
158,processed,202201,0108/Esg20220108_05.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_05.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_05.time.root,270937,270937,270937,False,173741,obs_events/yyyymm=202201/part-000158.parquet,59586.8752815,59586.9164734,202201,202201,3558.97792673,8,700.242902082,2858.73502465,59586.8752815,59586.9164734
159,processed,202201,0108/Esg20220108_06.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_06.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_06.time.root,1031,1031,1031,False,682,obs_events/yyyymm=202201/part-000159.parquet,59586.9169005,59586.916946,202201,202201,3.93808716908,0,0,3.93808716908,59586.9169005,59586.916946
160,processed,202201,0108/Esg20220108_07.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_07.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_07.time.root,2804,2804,2804,False,1900,obs_events/yyyymm=202201/part-000160.parquet,59586.9978395,59586.9993477,202201,202201,130.310569215,0,0,130.310569215,59586.9978395,59586.9993477
161,processed,202201,0108/Esg20220108_08.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_08.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_08.time.root,41959,41959,41959,False,28331,obs_events/yyyymm=202201/part-000161.parquet,59586.9998375,59587.0413044,202201,202201,3582.7379134,5,428.902429948,3153.83548345,59586.9998375,59587.0413044
162,processed,202201,0108/Esg20220108_09.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_09.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_09.time.root,24988,24988,24988,False,16772,obs_events/yyyymm=202201/part-000162.parquet,59587.0417925,59587.0831616,202201,202201,3574.28544844,9,858.81624925,2715.46919919,59587.0417925,59587.0831615
163,processed,202201,0108/Esg20220108_10.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_10.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_10.time.root,24749,24749,24749,False,16383,obs_events/yyyymm=202201/part-000163.parquet,59587.0836517,59587.1244981,202201,202201,3529.12995508,1,85.6787654338,3443.45118965,59587.0836517,59587.1244981
164,processed,202201,0108/Esg20220108_11.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_11.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_11.time.root,23838,23838,23838,False,15793,obs_events/yyyymm=202201/part-000164.parquet,59587.1249817,59587.1663777,202201,202201,3576.61203949,6,515.340188448,3061.27185104,59587.1249818,59587.1663775
165,processed,202201,0108/Esg20220108_12.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_12.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_12.time.root,24088,24088,24088,False,16015,obs_events/yyyymm=202201/part-000165.parquet,59587.1668567,59587.2081535,202201,202201,3568.04143998,6,513.679624884,3054.3618151,59587.1668567,59587.2081535
166,processed,202201,0108/Esg20220108_13.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_13.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_13.time.root,15807,15807,15807,False,10524,obs_events/yyyymm=202201/part-000166.parquet,59587.2086397,59587.237283,202201,202201,2474.77911464,4,424.77118161,2050.00793303,59587.2086397,59587.237283
167,processed,202201,0108/Esg20220108_16.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_16.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_16.time.root,16327,16327,16327,False,10835,obs_events/yyyymm=202201/part-000167.parquet,59587.3448835,59587.3749246,202201,202201,2595.55311631,6,635.586284241,1959.96683207,59587.3448835,59587.3749246
168,processed,202201,0108/Esg20220108_17.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_17.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_17.time.root,25042,25042,25042,False,16636,obs_events/yyyymm=202201/part-000168.parquet,59587.3753851,59587.4162623,202201,202201,3531.78919181,3,254.114850168,3277.67434164,59587.3753851,59587.4162623
169,processed,202201,0108/Esg20220108_18.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_18.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_18.time.root,24736,24736,24736,False,16359,obs_events/yyyymm=202201/part-000169.parquet,59587.4167279,59587.4578373,202201,202201,3551.85176593,5,427.070151991,3124.78161394,59587.4167279,59587.4578373
170,processed,202201,0108/Esg20220108_19.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_19.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_19.time.root,25727,25727,25727,False,17257,obs_events/yyyymm=202201/part-000170.parquet,59587.4583306,59587.4996883,202201,202201,3573.30611483,1,85.8122394886,3487.49387534,59587.4583306,59587.4996883
171,processed,202201,0108/Esg20220108_20.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_20.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_20.time.root,37139,37139,37139,False,24988,obs_events/yyyymm=202201/part-000171.parquet,59587.5001506,59587.5416064,202201,202201,3581.7755695,7,599.97399312,2981.80157638,59587.5001506,59587.5416064
172,processed,202201,0108/Esg20220108_21.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_21.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_21.time.root,79653,79653,79653,False,54026,obs_events/yyyymm=202201/part-000172.parquet,59587.5420765,59587.5830966,202201,202201,3544.13522473,2,170.331714791,3373.80350993,59587.5420766,59587.5830966
173,processed,202201,0108/Esg20220108_22.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_22.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_22.time.root,173173,173173,173173,False,115048,obs_events/yyyymm=202201/part-000173.parquet,59587.5835582,59587.6245711,202201,202201,3543.51167965,10,841.661795927,2701.84988372,59587.5835582,59587.6245711
174,processed,202201,0108/Esg20220108_23.root,/mnt/mydisk/WCDA_observation_eval/0108/Esg20220108_23.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0108/Esg20220108_23.time.root,340659,340659,340659,False,214221,obs_events/yyyymm=202201/part-000174.parquet,59587.6250184,59587.6665905,202201,202201,3591.83069312,2,165.013096738,3426.81759638,59587.6250184,59587.6665905
175,processed,202201,0109/Esg20220109_00.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_00.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_00.time.root,233929,233929,233929,False,152242,obs_events/yyyymm=202201/part-000175.parquet,59587.6670265,59587.7079081,202201,202201,3532.17063714,5,416.55736703,3115.61327011,59587.6670265,59587.707908
176,processed,202201,0109/Esg20220109_01.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_01.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_01.time.root,112650,112650,112650,False,77024,obs_events/yyyymm=202201/part-000176.parquet,59587.7083598,59587.7496702,202201,202201,3569.21259889,3,253.443183121,3315.76941577,59587.7083599,59587.7496702
177,processed,202201,0109/Esg20220109_02.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_02.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_02.time.root,85293,85293,85293,False,58323,obs_events/yyyymm=202201/part-000177.parquet,59587.7501229,59587.7913567,202201,202201,3562.60365515,3,253.792031435,3308.81162372,59587.7501229,59587.7913567
178,processed,202201,0109/Esg20220109_03.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_03.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_03.time.root,117773,117773,117773,False,80003,obs_events/yyyymm=202201/part-000178.parquet,59587.7917978,59587.8328515,202201,202201,3547.03797565,7,586.048702151,2960.9892735,59587.7917978,59587.8328515
179,processed,202201,0109/Esg20220109_04.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_04.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_04.time.root,242073,242073,242073,False,156824,obs_events/yyyymm=202201/part-000179.parquet,59587.833292,59587.8747156,202201,202201,3578.9937072,6,493.149674381,3085.84403282,59587.833292,59587.8747156
180,processed,202201,0109/Esg20220109_05.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_05.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_05.time.root,274905,274905,274905,False,176033,obs_events/yyyymm=202201/part-000180.parquet,59587.8751191,59587.9162968,202201,202201,3557.75434342,5,406.695365603,3151.05897782,59587.8751191,59587.9162968
181,processed,202201,0109/Esg20220109_06.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_06.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_06.time.root,159335,159335,159335,False,106926,obs_events/yyyymm=202201/part-000181.parquet,59587.916702,59587.9582942,202201,202201,3593.5666454,3,248.540038825,3345.02660658,59587.916702,59587.9582942
182,processed,202201,0109/Esg20220109_07.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_07.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_07.time.root,76744,76744,76744,False,52407,obs_events/yyyymm=202201/part-000182.parquet,59587.9583396,59587.9999446,202201,202201,3594.66888935,8,670.00547871,2924.66341064,59587.9583396,59587.9999446
183,processed,202201,0109/Esg20220109_08.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_08.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_08.time.root,39482,39482,39482,False,26805,obs_events/yyyymm=202201/part-000183.parquet,59587.9999887,59588.0411364,202201,202201,3555.16568127,7,631.295216689,2923.87046458,59587.9999887,59588.0411364
184,processed,202201,0109/Esg20220109_09.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_09.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_09.time.root,26728,26728,26728,False,17812,obs_events/yyyymm=202201/part-000184.parquet,59588.0416211,59588.0831742,202201,202201,3590.18793146,4,336.181836133,3254.00609532,59588.0416211,59588.0831742
185,processed,202201,0109/Esg20220109_10.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_10.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_10.time.root,25016,25016,25016,False,16622,obs_events/yyyymm=202201/part-000185.parquet,59588.0836006,59588.1246091,202201,202201,3543.13820614,1,83.8208897738,3459.31731637,59588.0836006,59588.1246091
186,processed,202201,0109/Esg20220109_11.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_11.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_11.time.root,24344,24344,24344,False,16235,obs_events/yyyymm=202201/part-000186.parquet,59588.1250274,59588.1664248,202201,202201,3576.73199836,8,712.077295245,2864.65470311,59588.1250274,59588.1664248
187,processed,202201,0109/Esg20220109_12.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_12.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_12.time.root,24522,24522,24522,False,16256,obs_events/yyyymm=202201/part-000187.parquet,59588.1668365,59588.207945,202201,202201,3551.77567438,9,747.904339526,2803.87133486,59588.1668365,59588.207945
188,processed,202201,0109/Esg20220109_13.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_13.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_13.time.root,14366,14366,14366,False,9584,obs_events/yyyymm=202201/part-000188.parquet,59588.2083656,59588.2328624,202201,202201,2116.52135784,5,454.616522393,1661.90483544,59588.2083656,59588.2328624
189,processed,202201,0109/Esg20220109_16.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_16.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_16.time.root,17749,17749,17749,False,11789,obs_events/yyyymm=202201/part-000189.parquet,59588.3447041,59588.3748411,202201,202201,2603.8389853,8,699.539961317,1904.29902398,59588.3447041,59588.3748411
190,processed,202201,0109/Esg20220109_17.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_17.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_17.time.root,25396,25396,25396,False,16863,obs_events/yyyymm=202201/part-000190.parquet,59588.3752774,59588.4165162,202201,202201,3563.03040299,6,494.267359679,3068.76304331,59588.3752774,59588.4165162
191,processed,202201,0109/Esg20220109_18.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_18.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_18.time.root,24894,24894,24894,False,16549,obs_events/yyyymm=202201/part-000191.parquet,59588.4169467,59588.4579986,202201,202201,3546.88913631,5,415.344578144,3131.54455817,59588.4169467,59588.4579985
192,processed,202201,0109/Esg20220109_19.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_19.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_19.time.root,26414,26414,26414,False,17390,obs_events/yyyymm=202201/part-000192.parquet,59588.4584573,59588.4997242,202201,202201,3565.45858209,4,333.825509646,3231.63307244,59588.4584573,59588.4997242
193,processed,202201,0109/Esg20220109_20.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_20.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_20.time.root,41016,41016,41016,False,27663,obs_events/yyyymm=202201/part-000193.parquet,59588.5002029,59588.5415974,202201,202201,3576.48691067,2,166.948414268,3409.5384964,59588.5002029,59588.5415974
194,processed,202201,0109/Esg20220109_21.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_21.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_21.time.root,84316,84316,84316,False,57026,obs_events/yyyymm=202201/part-000194.parquet,59588.5420669,59588.583105,202201,202201,3545.69130661,3,292.300099949,3253.39120666,59588.5420669,59588.583105
195,processed,202201,0109/Esg20220109_22.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_22.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_22.time.root,193185,193185,193185,False,127500,obs_events/yyyymm=202201/part-000195.parquet,59588.5835692,59588.6247439,202201,202201,3557.49120489,8,661.506389827,2895.98481506,59588.5835693,59588.6247439
196,processed,202201,0109/Esg20220109_23.root,/mnt/mydisk/WCDA_observation_eval/0109/Esg20220109_23.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0109/Esg20220109_23.time.root,339774,339774,339774,False,213109,obs_events/yyyymm=202201/part-000196.parquet,59588.6251836,59588.6663053,202201,202201,3552.91707963,5,487.337249913,3065.57982971,59588.6251836,59588.6663053
197,processed,202201,0110/Esg20220110_00.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_00.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_00.time.root,230690,230690,230690,False,151230,obs_events/yyyymm=202201/part-000197.parquet,59588.6667299,59588.7082937,202201,202201,3591.11254863,5,452.840574598,3138.27197403,59588.6667299,59588.7082937
198,processed,202201,0110/Esg20220110_01.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_01.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_01.time.root,107937,107937,107937,False,73893,obs_events/yyyymm=202201/part-000198.parquet,59588.7087377,59588.7498213,202201,202201,3549.6191601,7,581.987850484,2967.63130962,59588.7087377,59588.7498213
199,processed,202201,0110/Esg20220110_02.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_02.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_02.time.root,87045,87045,87045,False,59677,obs_events/yyyymm=202201/part-000199.parquet,59588.7502678,59588.7913958,202201,202201,3553.45857551,3,250.368502806,3303.0900727,59588.7502678,59588.7913958
200,processed,202201,0110/Esg20220110_03.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_03.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_03.time.root,125687,125687,125687,False,85302,obs_events/yyyymm=202201/part-000200.parquet,59588.7918438,59588.8329965,202201,202201,3555.59345442,7,580.877709528,2974.71574489,59588.7918438,59588.8329965
201,processed,202201,0110/Esg20220110_04.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_04.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_04.time.root,253177,253177,253177,False,163292,obs_events/yyyymm=202201/part-000201.parquet,59588.8334382,59588.8745807,202201,202201,3554.71205707,5,408.527492685,3146.18456438,59588.8334382,59588.8745807
202,processed,202201,0110/Esg20220110_05.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_05.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_05.time.root,270592,270592,270592,False,174092,obs_events/yyyymm=202201/part-000202.parquet,59588.8750083,59588.916577,202201,202201,3591.53563273,6,488.02685088,3103.50878185,59588.8750084,59588.916577
203,processed,202201,0110/Esg20220110_06.root,/mnt/mydisk/WCDA_observation_eval/0110/Esg20220110_06.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0110/Esg20220110_06.time.root,150440,150440,150440,False,101681,obs_events/yyyymm=202201/part-000203.parquet,59588.9170336,59588.958088,202201,202201,3547.10382032,4,331.370984763,3215.73283556,59588.9170336,59588.958088
