scope,yyyymm,source_file_id,step,count
file,202201,100,after_match_status,24692
file,202201,100,after_pincness,24692
file,202201,100,after_fitstat,24692
file,202201,100,after_theta,24692
file,202201,100,after_dcedge,17738
file,202201,100,after_finite,17738
file,202201,100,after_cell_selection,16485
file,202201,101,input_entries,24298
file,202201,101,after_match_status,24298
file,202201,101,after_pincness,24298
file,202201,101,after_fitstat,24298
file,202201,101,after_theta,24298
file,202201,101,after_dcedge,17353
file,202201,101,after_finite,17353
file,202201,101,after_cell_selection,16110
file,202201,102,input_entries,24254
file,202201,102,after_match_status,24254
file,202201,102,after_pincness,24254
file,202201,102,after_fitstat,24254
file,202201,102,after_theta,24254
file,202201,102,after_dcedge,17455
file,202201,102,after_finite,17455
file,202201,102,after_cell_selection,16218
file,202201,103,input_entries,21400
file,202201,103,after_match_status,21400
file,202201,103,after_pincness,21400
file,202201,103,after_fitstat,21400
file,202201,103,after_theta,21400
file,202201,103,after_dcedge,15304
file,202201,103,after_finite,15304
file,202201,103,after_cell_selection,14216
file,202201,104,input_entries,24784
file,202201,104,after_match_status,24784
file,202201,104,after_pincness,24784
file,202201,104,after_fitstat,24784
file,202201,104,after_theta,24784
file,202201,104,after_dcedge,17634
