cell_id,nhit_bin,predE_bin,selected_events,grid_events,out_of_grid_events,source_masked_events,source_masked_fraction,live_time_days,median_rate_hz,mean_rate_hz,r_opt_deg,sigma_deg,containment_r_opt,B_on,N_off,alpha,max_p_on,on_pixels,off_pixels,off_counts,fiducial_events,edge_diagnostic_events,background_mode,background_method,r_opt_large_warning,r_opt_extreme_warning,background_form,annulus_inner_deg,annulus_outer_deg,surface_fit_chi2,surface_fit_ndof,surface_condition_number,annulus_residual_rms
74,"[2000,3000)","[2.5,3)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
75,"[2000,3000)","[3,3.25)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
76,"[2000,3000)","[3.25,3.5)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
77,"[2000,3000)","[3.5,3.75)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
78,"[2000,3000)","[3.75,4.0)",9,7,2,3,0.5,43.47639258630079,0.0,2.3959362879497296e-06,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,1.0,6,1,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.9982286472571454,5642,65.46315528356043,0.013292682889502494
79,"[2000,3000)","[4.0,4.25)",310,136,174,31,0.28440366972477066,43.47639258630079,0.0,8.252669436271292e-05,1.5800000429153442,1.0,0.7129790186882019,10.223775233516804,,,0.0,788,5648,52.0,109,27,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,51.465423746240376,5642,65.46315528356043,0.09545758270935813
80,"[2000,3000)","[4.25,4.5)",1492,564,928,118,0.2789598108747045,43.47639258630079,0.0,0.0003971929935134441,1.5800000429153442,1.0,0.7129790186882019,28.176328051889488,,,0.0,788,5648,202.0,423,139,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,195.07511089411423,5642,65.45640918460649,0.19215509189931157
81,"[2000,3000)","[4.5,4.75)",5442,2241,3201,137,0.08287961282516637,43.47639258630079,0.0,0.00144874280878027,0.2023904025554657,0.12809519469738007,0.7595100998878479,1.7318701009309354,,,0.0,12,3760,561.0,1653,581,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,490.5485675762586,3754,23.309001712495554,0.3944119635180414
82,"[2000,3000)","[4.75,5.0)",11221,4370,6851,207,0.06426575597640484,43.47639258630079,0.0,0.002987200120787102,0.2559939920902252,0.16202151775360107,0.8102084398269653,6.022163523135932,,,0.0,24,3760,1083.0,3221,1130,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,841.5306331788684,3754,23.33133553498746,0.534406541863129
83,"[2000,3000)","[5,6)",20659,7143,13516,327,0.06226199543031226,43.47639258630079,0.0,0.005499738641417052,0.3033556044101715,0.1919972151517868,0.7039083242416382,10.785819420021896,,,0.0,32,3760,1736.0,5252,1869,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,1192.272868416395,3754,23.296220729486738,0.6773788526951191
84,"[2000,3000)",>=6,16,3,13,1,0.5,43.47639258630079,0.0,4.259442289688409e-06,1.5800000429153442,1.0,0.7129790186882019,0.5358689677794178,,,0.0,788,5648,1.0,2,1,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.9992117600971607,5642,65.46315528356043,0.013300350706199126
