cell_id,nhit_bin,predE_bin,r_opt_deg,sigma_deg,containment_r_opt,N_on,B_on,N_off,alpha,excess,excess_err_stat,excess_err_conservative,known_b_sigma,li_ma_sigma,background_mode,background_form,statistic_kind,statistic_note
70,"[1100,2000)","[4.75,5.0)",1.5800000429153442,1.0,0.7129790186882019,70,71.40161304957508,nan,nan,-1.4016130495750758,8.366600265340756,11.891241022264039,-0.16641956347565692,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
71,"[1100,2000)","[5,6)",1.5800000429153442,1.0,0.7129790186882019,30,36.834490242109666,nan,nan,-6.834490242109666,5.477225575051661,8.175236402827117,-1.1639351008023382,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
72,"[1100,2000)",>=6,1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
73,"[2000,3000)","[2,2.5)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
74,"[2000,3000)","[2.5,3)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
75,"[2000,3000)","[3,3.25)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
76,"[2000,3000)","[3.25,3.5)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
77,"[2000,3000)","[3.5,3.75)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
78,"[2000,3000)","[3.75,4.0)",1.5800000429153442,1.0,0.7129790186882019,1,0.0,nan,nan,1.0,1.0,1.0,nan,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
79,"[2000,3000)","[4.0,4.25)",1.5800000429153442,1.0,0.7129790186882019,8,10.223775233516804,nan,nan,-2.223775233516804,2.8284271247461903,4.2689313924583985,-0.723298363643708,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
80,"[2000,3000)","[4.25,4.5)",1.5800000429153442,1.0,0.7129790186882019,31,28.176328051889488,nan,nan,2.823671948110512,5.5677643628300215,7.692615163381663,0.5234182974781347,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
81,"[2000,3000)","[4.5,4.75)",0.2023904025554657,0.12809519469738007,0.7595100998878479,6,1.7318701009309354,nan,nan,4.268129899069065,2.449489742783178,2.780624048829855,2.5247637786963186,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
82,"[2000,3000)","[4.75,5.0)",0.2559939920902252,0.16202151775360107,0.8102084398269653,11,6.022163523135932,nan,nan,4.977836476864068,3.3166247903554,4.125792472136223,1.8160942156868354,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
83,"[2000,3000)","[5,6)",0.3033556044101715,0.1919972151517868,0.7039083242416382,21,10.785819420021896,nan,nan,10.214180579978104,4.58257569495584,5.6378913983883985,2.7487863734502063,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
