cell_id,nhit_bin,predE_bin,input_files,events,logE_range_events,valid_events,positive_baseline_weight_events,sumw_baseline,effective_events,core_fit_events,core_fit_effective_events,core_fit_weight_fraction,tail_weight_fraction_above_core_fit,theta_missing_crab_probability_mass,sigma_deg,sigma_mc_weight_deg,sigma_unweighted_deg,sigma_full_rayleigh_deg,r_opt_deg,containment_r_opt,r68_deg,r90_deg,r95_deg,containment_warning,angle_check_warning
75,"[2000,3000)","[3,3.25)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
76,"[2000,3000)","[3.25,3.5)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
77,"[2000,3000)","[3.5,3.75)",4,4,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
78,"[2000,3000)","[3.75,4.0)",154,156,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
79,"[2000,3000)","[4.0,4.25)",1105,1175,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
80,"[2000,3000)","[4.25,4.5)",2660,3127,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
81,"[2000,3000)","[4.5,4.75)",4207,5515,5515,5515,5203,515967.4581751219,797.555552389507,5203,797.555552389507,1.0,0.0,0.0415942288007539,0.12809519320236276,0.1280603714266636,0.1304156681603563,0.12809519320236276,0.2023904052597332,0.7595101154427377,0.17852804263184557,0.26654648220145133,0.3073712942697733,False,False
82,"[2000,3000)","[4.75,5.0)",4045,5332,5332,5331,5241,374241.1591320038,1604.31305981463,5240,1621.2623499728547,0.9967582424308706,0.0032417575691293665,0.0,0.16202151533592293,0.14464047013921488,0.147473777489521,1.0380611171344603,0.2559939942307582,0.810208465567508,0.20676361828163084,0.31604017554613595,0.3777865266300613,False,False
83,"[2000,3000)","[5,6)",5026,7233,7203,7185,7177,228443.5199995041,225.71485326658728,7146,698.6009351813428,0.8353809751623187,0.16461902483768132,0.0,0.19199722192908092,0.16468128411233,0.16650338891775046,9.363817674087386,0.30335561064794786,0.7039083275330106,0.294725563434987,24.438805486802895,33.208860554515034,False,False
84,"[2000,3000)",>=6,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
