source_file_id	hour	interval_index	start_mjd	stop_mjd	duration_seconds
82	20220104_16	0	59583.355037735826045	59583.355041080874798	0.289012212306
82	20220104_16	1	59583.357942254253430	59583.374771522663650	1454.048790642992
83	20220104_17	0	59583.375225702926400	59583.416303454614535	3549.117745854892
84	20220104_18	0	59583.416764122259337	59583.458005775057245	3563.278801739216
85	20220104_19	0	59583.458441223032423	59583.475074009875243	1437.072783219628
85	20220104_19	1	59583.476000939008372	59583.499536108662141	2033.438658085652
86	20220104_20	0	59583.499979192107276	59583.541310612534289	3571.034724893980
87	20220104_21	0	59583.541756944607187	59583.583160316891735	3577.251365385018
88	20220104_22	0	59583.583600305864820	59583.608316789010132	2135.504143754952
88	20220104_22	1	59583.609250936817261	59583.624601970906951	1326.329345349222
89	20220104_23	0	59583.625028513415600	59583.666515669443470	3584.490280807950
90	20220105_00	0	59583.666925061857910	59583.708292144139705	3574.115909147076
91	20220105_01	0	59583.708296662989596	59583.749542318459135	3563.624632568099
92	20220105_02	0	59583.749983804416843	59583.791238358389819	3564.393463265151
93	20220105_03	0	59583.791679404246679	59583.833285954075109	3594.805905176327
94	20220105_04	0	59583.833303147672268	59583.874928205361357	3596.404984337278
95	20220105_05	0	59583.875342607199855	59583.916516394405335	3557.415214553475
96	20220105_06	0	59583.916939132119296	59583.958134165462980	3559.250880894251
97	20220105_07	0	59583.958579894650029	59583.999857072194573	3566.348139848560
98	20220105_08	0	59584.000321066501783	59584.041620161988249	3568.241850030608
99	20220105_09	0	59584.041638352529844	59584.082865472926642	3562.023202283308
100	20220105_10	0	59584.083326855092309	59584.124680483728298	3572.953514149413
101	20220105_11	0	59584.125151622705744	59584.166478625920718	3570.653077773750
102	20220105_12	0	59584.166941438044887	59584.208015461030300	3548.795585939661
103	20220105_13	0	59584.208472693651856	59584.243476977346290	3024.370111199096
104	20220105_18	0	59584.417022612527944	59584.457871520986373	3529.345690808259
105	20220105_19	0	59584.458301867693081	59584.499939585308312	3597.498801955953
106	20220105_20	0	59584.499988335512171	59584.541223292100767	3562.700249254704
107	20220105_21	0	59584.541656303015770	59584.583174714331108	3587.190737645142
108	20220105_22	0	59584.583592153096106	59584.624860147501749	3565.554716647603
109	20220106_00	0	59584.666667363220768	59584.708138871428673	3583.138309163041
110	20220106_01	0	59584.708564121632662	59584.749567811217275	3542.718780110590
111	20220106_02	0	59584.750001649546903	59584.791624939374742	3596.252241125330
112	20220106_03	0	59584.792058121107402	59584.833149912810768	3550.330803170800
113	20220106_04	0	59584.833579865706270	59584.874694815523981	3552.331664250232
114	20220106_05	0	59584.875109731430712	59584.916622090880992	3586.667856504209
115	20220106_06	0	59584.916617267714173	59584.958181437941676	3591.144307656214
116	20220106_07	0	59584.958616704752785	59584.999885796452872	3565.649522887543
117	20220106_08	0	59585.000337278223014	59585.041185646798112	3529.299044888467
118	20220106_09	0	59585.041646996891359	59585.083061228222505	3578.189587011002
119	20220106_10	0	59585.083540282430477	59585.124487187305931	3537.812581239268
120	20220106_11	0	59585.124963201415085	59585.166386573138880	3578.979316935875
121	20220106_12	0	59585.166873159410898	59585.208105933204934	3562.511655804701
122	20220106_13	0	59585.208595318865264	59585.234253115631873	2216.833640635014
122	20220106_13	1	59585.235223036608659	59585.240639616509725	467.992503452115
127	20220106_20	0	59585.500077788143244	59585.541349639723194	3565.887976507656
128	20220106_21	0	59585.541827449043922	59585.583147408033255	3570.044456678443
129	20220106_22	0	59585.583623387203261	59585.617643360732473	2939.325712923892
129	20220106_22	1	59585.618597487875377	59585.624562953344139	515.416216501035
130	20220106_23	0	59585.625002326873073	59585.666477680424578	3583.470546850003
131	20220107_00	0	59585.666891439264873	59585.707875417683681	3541.015735385008
132	20220107_01	0	59585.708309526038647	59585.749807827269251	3585.453226324171
133	20220107_02	0	59585.750239593660808	59585.750301139974908	5.317601538263
133	20220107_02	1	59585.751226168613357	59585.791215680037567	3455.093787051737
134	20220107_03	0	59585.791640972493042	59585.833105976205843	3582.576320786029
135	20220107_04	0	59585.833504191425163	59585.874850656990020	3572.334624803625
136	20220107_05	0	59585.875240283254243	59585.916520499376929	3566.610673000105
137	20220107_06	0	59585.916924103723431	59585.958239780833537	3569.674502313137
138	20220107_07	0	59585.958655133770662	59585.999618959118379	3539.274510042742
139	20220107_08	0	59586.000048621099268	59586.041571022411517	3587.535473378375
140	20220107_09	0	59586.042003942900919	59586.083015419870208	3543.391610146500
141	20220107_10	0	59586.083453707571607	59586.124931384511001	3583.671287563629
142	20220107_11	0	59586.125423274876084	59586.166439251239353	3543.780357786454
143	20220107_12	0	59586.166881281438691	59586.208222117726109	3571.848255232908
144	20220107_13	0	59586.208668309976929	59586.237976014061132	2532.185632875189
149	20220107_20	0	59586.499955099570798	59586.541220116821933	3565.297490498051
150	20220107_21	0	59586.541637044138042	59586.583022416423773	3575.696165487170
151	20220107_22	0	59586.583430597042025	59586.624911500031885	3583.950018323958
152	20220107_23	0	59586.625300746411085	59586.652871258629602	2382.092255679891
152	20220107_23	1	59586.653751389298122	59586.666360118520970	1089.394204854034
153	20220108_00	0	59586.666748903408006	59586.708252263095346	3585.890276986174
154	20220108_01	0	59586.708662051802094	59586.714231876416306	481.232846667990
154	20220108_01	1	59586.715207789864508	59586.749608230085869	2972.198035125621
155	20220108_02	0	59586.750030330818845	59586.791449946795183	3578.654820355587
156	20220108_03	0	59586.791882876161253	59586.833178441971540	3567.936886008829
157	20220108_04	0	59586.833597222568642	59586.874879781644267	3566.813104134053
158	20220108_05	0	59586.875281495988020	59586.916473370140011	3558.977926732041
159	20220108_06	0	59586.916900465839717	59586.916946045552322	3.938087169081
160	20220108_07	0	59586.997839500560076	59586.999347704906540	130.308855534531
161	20220108_08	0	59586.999837537216081	59587.041304399557703	3582.736906316131
162	20220108_09	0	59587.041792514384724	59587.056253075534187	1249.392483313568
162	20220108_09	1	59587.058241790167813	59587.083161558926804	2153.068020776846
163	20220108_10	0	59587.083651660985197	59587.124498063822102	3529.129205108620
164	20220108_11	0	59587.124981756751367	59587.136979099719611	1036.570432456210
164	20220108_11	1	59587.137954406156496	59587.166377680820005	2455.770930927247
165	20220108_12	0	59587.166856725889375	59587.208153501815104	3568.041439983062
166	20220108_13	0	59587.208639699601918	59587.235312732118473	2304.550009430386
166	20220108_13	1	59587.237279645843955	59587.237282976391725	0.287759327330
171	20220108_20	0	59587.500150616207975	59587.541606351966038	3581.775569496676
172	20220108_21	0	59587.542076575482497	59587.583096624701284	3544.132252503186
173	20220108_22	0	59587.583558242571598	59587.609578770607186	2248.173622274771
173	20220108_22	1	59587.610530694379122	59587.624571109234239	1213.091843482107
174	20220108_23	0	59587.625018410108169	59587.666590517590521	3591.830086475238
175	20220109_00	0	59587.667026506780530	59587.707907980489836	3532.159328483976
176	20220109_01	0	59587.708359856515017	59587.749670178949600	3569.211858347990
177	20220109_02	0	59587.750122888850456	59587.791356718371389	3562.602870608680
178	20220109_03	0	59587.791797822290391	59587.832851498424134	3547.037617955357
179	20220109_04	0	59587.833292025054106	59587.874715563331847	3578.993707196787
180	20220109_05	0	59587.875119109528896	59587.916296821837022	3557.754343422130
181	20220109_06	0	59587.916701974863827	59587.958294181407837	3593.566645402461
182	20220109_07	0	59587.958339601682383	59587.999944565679471	3594.668889348395
183	20220109_08	0	59587.999988660514646	59588.041136411455227	3555.165681266226
184	20220109_09	0	59588.041621065756772	59588.083174166815297	3590.187931456603
185	20220109_10	0	59588.083600588819536	59588.124609132872138	3543.138206144795
186	20220109_11	0	59588.125027435642551	59588.166424781244132	3576.730659976602
187	20220109_12	0	59588.166836470154522	59588.207944984904316	3551.775674382225
188	20220109_13	0	59588.208365630081971	59588.232862405056949	2116.521357838064
193	20220109_20	0	59588.500202896415431	59588.541597420844482	3576.486910670064
194	20220109_21	0	59588.542066901034559	59588.583104994861060	3545.691306609660
195	20220109_22	0	59588.583569248214189	59588.587993283821561	382.236676476896
195	20220109_22	1	59588.588948889861058	59588.624743914937426	3092.690166598186
196	20220109_23	0	59588.625183593525435	59588.666305311926408	3552.916469844058
197	20220110_00	0	59588.666729864511581	59588.708293667157704	3591.112548625097
198	20220110_01	0	59588.708737745408143	59588.749821288940439	3549.618161190301
199	20220110_02	0	59588.750267835399427	59588.791395825530344	3553.458347311243
200	20220110_03	0	59588.791843752034765	59588.832996454053500	3555.593454418704
201	20220110_04	0	59588.833438208508596	59588.874580709169095	3554.712057067081
202	20220110_05	0	59588.875008375653124	59588.916577043179132	3591.532874247059
203	20220110_06	0	59588.917033591329528	59588.958088021987351	3547.102808835916
204	20220110_07	0	59588.958551304400316	59588.999686013317842	3554.038850474171
205	20220110_08	0	59589.000163672055351	59589.041340493931784	3557.677410123870
206	20220110_09	0	59589.041809289701632	59589.082973780678003	3556.612020358443
207	20220110_10	0	59589.083459863686585	59589.103553636305151	1736.101954244077
207	20220110_10	1	59589.104526174902276	59589.124640457055648	1737.873978051357
208	20220110_11	0	59589.125127229148347	59589.166340397197928	3560.817719483748
209	20220110_12	0	59589.166793529911956	59589.208243762353959	3581.300082989037
210	20220110_13	0	59589.208726632379694	59589.229624914616579	1805.611585266888
215	20220110_20	0	59589.500235901083215	59589.541527461253281	3567.590798693709
216	20220110_21	0	59589.541897686154698	59589.583229881383886	3571.101667801850
217	20220110_22	0	59589.583317270058615	59589.624767094326671	3581.264816760086
218	20220110_23	0	59589.625125475919049	59589.638511161952920	1156.523273326457
218	20220110_23	1	59589.639452088391408	59589.666281381432782	2318.050918774679
219	20220111_00	0	59589.666645142271591	59589.708152507060731	3586.236317781731
220	20220111_01	0	59589.708540554274805	59589.749943072391034	3577.177565242164
221	20220111_02	0	59589.750007070113497	59589.791324721089040	3569.845044286922
222	20220111_03	0	59589.791726852934517	59589.832982627034653	3564.498882251792
223	20220111_04	0	59589.833367831997748	59589.874973434525600	3594.724058406428
224	20220111_05	0	59589.875002202548785	59589.916564101578842	3590.948076196946
225	20220111_06	0	59589.916952107152611	59589.958130485931179	3557.811926468275
226	20220111_07	0	59589.958607525528350	59589.999795729738253	3558.660843735561
227	20220111_08	0	59590.000205102209293	59590.041478848856059	3566.051710280590
228	20220111_09	0	59590.041888666310115	59590.083157829147240	3565.655669127591
229	20220111_10	0	59590.083575508811919	59590.124932756574708	3573.266206705011
230	20220111_11	0	59590.125350936243194	59590.166592173467507	3563.242896180600
231	20220111_12	0	59590.166656150351628	59590.208227474598971	3591.762414970435
232	20220111_13	0	59590.208631029963726	59590.225248974820715	1435.790435643867
232	20220111_13	1	59590.226216344402928	59590.227190267214610	84.146930929273
237	20220111_20	0	59590.499995737518475	59590.541463107249001	3582.780744717456
238	20220111_21	0	59590.541814602322120	59590.583164321760705	3572.615759493783
239	20220111_22	0	59590.583494236547267	59590.624951778147079	3581.931594223715
240	20220111_23	0	59590.625246787749347	59590.666594684327720	3572.458264371380
241	20220112_00	0	59590.666706146410434	59590.708121738185582	3578.307129372843
242	20220112_01	0	59590.708444265997969	59590.749880088675127	3580.055079306476
243	20220112_02	0	59590.750205123629712	59590.791596283255785	3576.196191692725
244	20220112_03	0	59590.791922234682715	59590.833042419857520	3552.783999103121
245	20220112_04	0	59590.833504861810070	59590.874948697222862	3580.747379665263
246	20220112_05	0	59590.875041826329834	59590.916397143635550	3573.099415213801
247	20220112_06	0	59590.916731713026820	59590.958134416985558	3577.193622034974
248	20220112_07	0	59590.958471086261852	59590.999948959281028	3583.688228856772
249	20220112_08	0	59591.000292839853500	59591.041598913499911	3568.844763049856
250	20220112_09	0	59591.041736692794075	59591.083153401938034	3578.403670038097
251	20220112_10	0	59591.083484259965189	59591.124923047224001	3580.311219161376
252	20220112_11	0	59591.125263674701273	59591.166575115144951	3569.308454333805
253	20220112_12	0	59591.166721195666469	59591.208158211738919	3580.158188659698
254	20220112_13	0	59591.208314700175833	59591.208318230135774	0.304988538846
254	20220112_13	1	59591.209120849198371	59591.224214110334287	1304.057762143202
259	20220112_20	0	59591.499962853238685	59591.541569642962713	3594.826632156037
260	20220112_21	0	59591.541850237241306	59591.583113753331418	3565.167790185660
261	20220112_22	0	59591.583287853740330	59591.624932719620119	3598.116412013769
262	20220112_23	0	59591.625074900250183	59591.666459717256657	3575.648189359345
263	20220113_00	0	59591.666719919689058	59591.708206248484203	3584.418807900511
264	20220113_01	0	59591.708488194541133	59591.749820051554707	3571.072445972823
265	20220113_02	0	59591.750117853996926	59591.791293435002444	3557.570198876783
266	20220113_03	0	59591.791760081941902	59591.833150882201153	3576.165142399259
267	20220113_04	0	59591.833442824172380	59591.874885389021074	3580.637602927163
268	20220113_05	0	59591.875168999096786	59591.916396263099159	3562.035609805025
269	20220113_06	0	59591.916696071028127	59591.958210982476885	3586.888349172659
270	20220113_07	0	59591.958363544537860	59591.961241192031594	248.628743458539
270	20220113_07	1	59591.962018296188035	59591.999820852201083	3266.140839527361
271	20220113_08	0	59591.999987202827469	59592.041520465056237	3588.473856565543
272	20220113_09	0	59592.041687848795846	59592.083268779591890	3592.592420778237
273	20220113_10	0	59592.083429315054673	59592.124931292251858	3585.770829836838
274	20220113_11	0	59592.125088556320406	59592.166473899902485	3575.693685491569
275	20220113_12	0	59592.166624896432040	59592.208268120470166	3597.974556894042
276	20220113_13	0	59592.208405004974338	59592.221149056153081	1101.086021843366
277	20220113_15	0	59592.332651856078883	59592.332655184036412	0.287535530515
282	20220113_20	0	59592.500109054504719	59592.541584035054257	3583.438319480047
283	20220113_21	0	59592.541684148338391	59592.583243376982864	3590.717354882509
284	20220113_22	0	59592.583331860987528	59592.624781600534334	3581.257496844046
285	20220113_23	0	59592.625110696120828	59592.627641199564096	218.635497498326
285	20220113_23	1	59592.628448161864071	59592.666402492402995	3279.254158562981
286	20220114_00	0	59592.666740515473066	59592.708226365051814	3584.377403603867
287	20220114_01	0	59592.708584033243824	59592.744836036879860	3132.173114153557
287	20220114_01	1	59592.745667593459075	59592.749649433768354	344.031002721749
288	20220114_02	0	59592.750000466723577	59592.791538843201124	3588.915727660060
289	20220114_03	0	59592.791893780369719	59592.833037495562166	3554.816992627457
290	20220114_04	0	59592.833397691574646	59592.874913536514214	3586.969002778642
291	20220114_05	0	59592.874968647091009	59592.916354070439411	3575.700577301905
292	20220114_06	0	59592.916732874298759	59592.958177290209278	3580.797534668818
293	20220114_07	0	59592.958566669614811	59592.999590276638628	3544.439646857791
294	20220114_08	0	59592.999986807619280	59593.041485355148325	3585.474506509490
295	20220114_09	0	59593.041862276142638	59593.082921284345502	3547.498308727518
296	20220114_10	0	59593.083299307443667	59593.113376384295407	2598.659439990297
296	20220114_10	1	59593.114341094194970	59593.124920230329735	914.037362043746
297	20220114_11	0	59593.125009394338122	59593.166381625240319	3574.560749949887
298	20220114_12	0	59593.166766930975427	59593.207899989676662	3553.896271786653
299	20220114_13	0	59593.208284975800780	59593.218847934003861	912.639588746242
300	20220114_15	0	59593.331034267583163	59593.333053466827550	174.458814715035
305	20220114_20	0	59593.500199078880541	59593.541566791303921	3574.170353380032
306	20220114_21	0	59593.541944002288801	59593.582998122699792	3547.076003509574
307	20220114_22	0	59593.583350695000263	59593.624894385196967	3589.374832995236
308	20220114_23	0	59593.625203472765861	59593.666296217037598	3550.413105078042
309	20220115_00	0	59593.666618059003667	59593.708149987687648	3588.358638295904
310	20220115_01	0	59593.708479643464671	59593.749850157393666	3574.412403465249
311	20220115_02	0	59593.750175007684447	59593.791470958807622	3567.970177042298
312	20220115_03	0	59593.791800477920333	59593.833103608929378	3568.590519181453
313	20220115_04	0	59593.833406944730086	59593.874957330343022	3589.953316957690
314	20220115_05	0	59593.875260927328782	59593.916525101987645	3565.224690525793
315	20220115_06	0	59593.916644791948784	59593.958242863634950	3594.073393684812
316	20220115_07	0	59593.958389010025712	59593.999847402083105	3582.005073758774
317	20220115_08	0	59594.000155804445967	59594.041427931908402	3565.911812754348
318	20220115_09	0	59594.041741677232494	59594.083129756567359	3575.930054532364
319	20220115_10	0	59594.083439595466189	59594.124876388152188	3580.138888070360
320	20220115_11	0	59594.125181484043424	59594.166458806124865	3566.360627836548
321	20220115_12	0	59594.166626285405073	59594.208150484089856	3587.690766365267
322	20220115_13	0	59594.208325818966841	59594.216340843566286	692.498125392012
323	20220115_15	0	59594.324233696184820	59594.324237197419279	0.302506657317
323	20220115_15	1	59594.328059606981697	59594.333133604079194	438.393349223770
328	20220115_20	0	59594.500065398009610	59594.541549887027941	3584.259851183742
329	20220115_21	0	59594.541839357967547	59594.583166322430770	3570.649729622528
330	20220115_22	0	59594.583446534510585	59594.624960762623232	3586.829308932647
331	20220115_23	0	59594.625106832703750	59594.666488021510304	3575.334712886252
332	20220116_00	0	59594.666654531007225	59594.708117676287657	3582.415752229281
333	20220116_01	0	59594.708316092699533	59594.749941142654279	3596.404316090047
334	20220116_02	0	59594.750230790450587	59594.791513575502904	3566.832628520206
335	20220116_03	0	59594.791793097778282	59594.833302367362194	3586.400892050005
336	20220116_04	0	59594.833471034449758	59594.874868449165660	3576.736631453969
337	20220116_05	0	59594.875315166449582	59594.916614340108936	3568.248604168184
338	20220116_06	0	59594.916897002171027	59594.958103528864740	3560.243906336837
339	20220116_07	0	59594.958284193169675	59594.999872315085668	3593.213733541779
340	20220116_08	0	59595.000047843415814	59595.001510647656687	126.386286411434
340	20220116_08	1	59595.002297456783708	59595.041338858653035	3373.177121509798
341	20220116_09	0	59595.041636151217972	59595.083085845399182	3581.253577256575
342	20220116_10	0	59595.083371313732641	59595.124763011059258	3576.242649019696
343	20220116_11	0	59595.124950371471641	59595.166416417014261	3582.666334882379
344	20220116_12	0	59595.166695630541653	59595.208196742576547	3585.696079814807
345	20220116_13	0	59595.208456537977327	59595.213276961687370	416.484608547762
346	20220116_15	0	59595.321062621129386	59595.321066088203224	0.299555179663
346	20220116_15	1	59595.325650247898011	59595.325869190775848	18.916664645076
346	20220116_15	2	59595.326610440861259	59595.333077439667250	558.748696837574
350	20220116_20	0	59595.500166120706126	59595.541464122194157	3568.147328565829
351	20220116_21	0	59595.541720955807250	59595.583226626644318	3586.089960322715
352	20220116_22	0	59595.583480465014873	59595.624945825125906	3582.607113593258
353	20220116_23	0	59595.625101869416540	59595.666606528764532	3586.002567666583
354	20220117_00	0	59595.666854282993881	59595.708142385839892	3567.292085895315
355	20220117_01	0	59595.708414705608448	59595.749673851198168	3564.790178951807
356	20220117_02	0	59595.749951045771013	59595.791434227925492	3584.146938147023
357	20220117_03	0	59595.791622475138865	59595.833125967481465	3585.901738400571
358	20220117_04	0	59595.833389702085697	59595.874885590703343	3585.244776564650
359	20220117_05	0	59595.875039387341531	59595.916470845084405	3579.677948984317
360	20220117_06	0	59595.916733235200809	59595.928040464139485	976.944580301642
360	20220117_06	1	59595.932464036013698	59595.958237384562381	2226.817314606160
361	20220117_07	0	59595.958688675520534	59595.999573376291664	3532.438146625645
362	20220117_08	0	59596.000025965411623	59596.041364063035871	3571.611634735018
363	20220117_09	0	59596.041828473877104	59596.064353895824752	1946.196456276812
368	20220117_20	0	59596.500148342951434	59596.541600827775255	3581.494688778184
369	20220117_21	0	59596.542067034300999	59596.583260333136423	3559.101019380614
370	20220117_22	0	59596.583704634620517	59596.624993789147993	3567.382951173931
371	20220117_23	0	59596.624962850692100	59596.666183745946910	3561.485350015573
372	20220118_00	0	59596.666619015937613	59596.708238493803947	3595.922887651250
373	20220118_01	0	59596.708695982015342	59596.749748268513940	3546.917553478852
374	20220118_02	0	59596.750204884599952	59596.791611615932197	3577.541587105952
375	20220118_03	0	59596.792069213108334	59596.832920967863174	3529.591610818170
376	20220118_04	0	59596.833342376412475	59596.874545980441326	3559.991388092749
377	20220118_05	0	59596.874971308257955	59596.916524930777086	3590.232985652983
378	20220118_06	0	59596.916970855963882	59596.957994404314377	3544.434577482753
379	20220118_07	0	59596.958456289328751	59596.999537771720497	3549.440078646876
380	20220118_08	0	59596.999994590463757	59597.041503244581691	3586.347715789452
381	20220118_09	0	59597.041960534123064	59597.065444451451185	2029.010457149707
381	20220118_09	1	59597.066367246829032	59597.083236651269544	1457.516543660313
382	20220118_10	0	59597.083696882502409	59597.124552821900579	3529.953164001927
383	20220118_11	0	59597.125011017247743	59597.166389235891984	3575.078090862371
384	20220118_12	0	59597.166854293471260	59597.207561202543729	3517.076943861321
385	20220118_13	0	59597.208958334216732	59597.208961651711434	0.286631542258
386	20220118_15	0	59597.319806265288207	59597.333272928633960	1163.519713073038
391	20220118_20	0	59597.500264955277089	59597.541212172349333	3537.839555041865
392	20220118_21	0	59597.541686348420626	59597.583238031802466	3590.065444190986
393	20220118_22	0	59597.583690639679844	59597.624936222775432	3563.618379458785
394	20220118_23	0	59597.625371489964891	59597.666626584679761	3564.440183364786
395	20220119_00	0	59597.666626416568761	59597.708112127067579	3584.365387097932
396	20220119_01	0	59597.708575651733554	59597.749521157602430	3537.691707070917
397	20220119_02	0	59597.749987691960996	59597.791397552486160	3577.811949374154
398	20220119_03	0	59597.791850349392917	59597.833124412361940	3566.079040523618
399	20220119_04	0	59597.833551971401903	59597.874631994061929	3549.313957826234
400	20220119_05	0	59597.875060783248045	59597.916413032929995	3572.834372520447
