label,family,parameter,value,chi2,ndof,chi2_over_ndof,delta_chi2_vs_baseline,max_abs_pull,low_mid_chi2,target_chi2,total_excess,total_model,total_obs_over_model,pull_cell_15,pull_cell_16,pull_cell_29,pull_cell_55,pull_cell_65,pull_cell_69,model_cell_15,model_cell_16,model_cell_29,model_cell_55,model_cell_65,model_cell_69
bad_positive_bkg_plus_0.15,background_bad_positive,"15,16,29,55,69",0.15,73.20032640719762,23,3.1826228872694617,-44.094532118998,3.8538087745625815,32.44538921341382,41.760715952334294,14133.702863011798,13628.727268508002,1.0370522928924293,0.520208808947168,-2.82220574669197,0.5314984852784648,3.4483562728595922,-3.8538087745625815,2.549462644450383,795.1760994271534,246.65589063912748,195.82989010222926,19.981137321775805,75.53061355673674,3.688797270318016
bad_positive_bkg_plus_0.20,background_bad_positive,"15,16,29,55,69",0.2,84.89124675326073,23,3.690923771880901,-32.403611772934894,4.473818866675686,47.35813323145032,52.600010180447285,13810.637485173318,13522.055983392715,1.0213415402313841,-1.1559363240697973,-4.473818866675686,-0.29438396264946615,3.2752914966554285,-3.8241982806070633,2.4104102033457693,784.078176712302,243.08641324604287,193.4966517091558,20.147964265872595,75.29544462198976,3.8628222997577573
bad_positive_bkg_plus_0.30,background_bad_positive,"15,16,29,55,69",0.3,147.90027083315275,23,6.430446557963163,30.60541230695712,7.779446044136182,115.5482181552678,111.90346227824308,13164.506729496356,13297.466895532569,0.9900010906527706,-4.512599834200532,-7.779446044136182,-1.947123547080218,2.9345429080366414,-3.750012342837561,2.1341741969328285,762.2636258735696,236.1242432314926,188.87202930122956,20.417256841749232,74.70625391194393,4.19581326204284
row200_core_bkg_plus_0.05,background_row200_core,"14,15,16",0.05,109.48496679775585,23,4.760215947728515,-7.80989172843978,4.078299791990599,57.444896289922575,66.4358770447268,14412.343807833135,13274.131810941279,1.0857466245704805,4.078299791990599,0.498922881847274,3.0379740612381467,3.956680259891103,-3.9865548403668467,2.9626338346689725,799.4285832524084,252.47666463789693,201.59168399663375,19.61067584602623,76.58489353375899,3.198841792857245
row200_core_bkg_plus_0.10,background_row200_core,"14,15,16",0.1,123.4272583128705,23,5.366402535342196,6.132399786674881,5.086342566374348,71.6107722688861,58.25407130444688,13721.788619139033,12586.90452690413,1.0901638754635123,2.617132574920897,-1.1347047342573817,3.0624792323553782,3.9487368193348713,-4.041414356886159,2.968636393154988,769.5871569246223,247.58288654773082,200.53940050144791,19.705686754574714,77.02059224516724,3.150474154818359
row200_core_bkg_plus_0.15,background_row200_core,"14,15,16",0.15,159.0617944074483,23,6.915730191628187,41.76693588125268,6.898767369122265,106.94884630521679,59.712715073248255,13031.233430444934,11899.039226353621,1.0951500522482323,1.1562637365999389,-2.7709175133198216,3.0826488699746504,3.947519464790108,-4.089681748224419,2.9810492442824525,739.7197155378926,242.87945803743148,199.67329037844146,19.720247442793482,77.40393576591653,3.050453423364854
row200_core_bkg_plus_0.20,background_row200_core,"14,15,16",0.2,216.3235162013211,23,9.405370269622656,99.02865767512547,8.699590131583053,163.37006098746207,70.83207313047278,12340.678241750831,11212.590467374248,1.10060902319219,-0.30303725051917246,-4.409840570069897,3.09779180115083,3.9541000430356195,-4.1304568157954344,3.0002754875300384,709.7155762743738,238.3755914996599,199.02303348085857,19.64153763015568,77.72777464612287,2.895531488591004
row200_core_bkg_plus_0.30,background_row200_core,"14,15,16",0.3,395.5311791882077,23,17.19700779079164,278.2363206620121,12.29199625220218,339.313421422689,121.97611669355453,10959.567864362627,9861.738297206957,1.1113221152366817,-3.2069376853924907,-7.692725610802209,3.114333866977307,3.990776496996778,-4.189535594601119,3.0554965341263784,648.4254993124249,229.73888249388798,198.31269594588665,19.202853260515276,78.19698307941535,2.450569294532825
row300_core_bkg_plus_0.05,background_row300_core,"27,28,29,30",0.05,107.01152416417196,23,4.65267496365965,-10.283334362023666,5.745179501594214,58.38221979129352,82.08778693471548,14903.269080207388,13819.87291063114,1.0783940761671427,5.745179501594214,2.211870743138967,2.220390629139644,3.941065112849824,-3.8946090660872903,2.9254433334933285,811.3343400950504,251.5299693835178,198.90207521374276,19.797447471873692,75.85465276762075,3.498516790366877
row300_core_bkg_plus_0.10,background_row300_core,"27,28,29,30",0.1,102.40363566840617,23,4.452331985582877,-14.891222857789458,5.947930822633505,57.00230744842679,81.18200650755455,14703.639163887536,13676.164012873967,1.075128899452095,5.947930822633505,2.291828337115209,1.4304922135879756,3.91484573536999,-3.8522820515323972,2.8877753029758946,793.6568493552132,245.64256705374623,195.02363629223277,20.11105551845001,75.51848819911179,3.8020396414893494
